time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
1.832,-0.04,0.36,0.92,0.09,-0.03,-0.07,0.01,0.01,-0.00,0.00
1.87,-0.04,0.36,0.92,0.10,-0.03,0.06,0.01,0.01,-0.00,0.00
1.91,-0.04,0.36,0.92,0.10,-0.03,0.06,-0.00,0.01,-0.02,0.00
1.911,-0.05,0.36,0.92,0.10,-0.03,0.06,-0.00,0.01,-0.02,0.00
1.911,-0.05,0.36,0.92,0.03,-0.05,0.06,-0.00,0.01,-0.02,0.00
1.949,-0.05,0.36,0.92,-0.00,-0.06,-0.08,-0.00,0.01,-0.02,0.00
1.95,-0.04,0.37,0.92,-0.00,-0.06,-0.08,-0.00,0.01,-0.02,0.00
1.989,-0.04,0.37,0.92,0.10,0.01,-0.02,-0.00,0.01,-0.02,0.00
1.99,-0.04,0.37,0.92,0.10,0.01,-0.02,0.01,-0.02,-0.02,0.00
2.029,-0.04,0.37,0.92,0.10,0.01,-0.02,-0.01,-0.00,-0.04,0.00
2.029,-0.04,0.37,0.92,0.03,-0.00,-0.05,-0.01,-0.00,-0.04,0.00
2.03,-0.04,0.36,0.92,0.03,-0.00,-0.05,-0.01,-0.00,-0.04,0.00
2.069,-0.04,0.36,0.92,0.10,-0.03,0.07,-0.01,-0.00,-0.04,0.00
2.108,-0.04,0.36,0.92,-0.04,-0.02,0.07,-0.01,-0.00,-0.04,0.00
2.109,-0.05,0.36,0.93,-0.04,-0.02,0.07,-0.01,-0.00,-0.04,0.00
2.109,-0.05,0.36,0.93,-0.04,-0.02,0.07,-0.02,-0.00,-0.05,0.00
2.147,-0.05,0.36,0.93,0.01,0.01,-0.08,-0.02,-0.00,-0.05,0.00
2.186,-0.05,0.36,0.93,0.01,0.01,-0.08,-0.00,0.01,-0.03,0.00
2.188,-0.07,0.37,0.93,0.01,0.01,-0.08,-0.00,0.01,-0.03,0.00
2.188,-0.07,0.37,0.93,-0.16,0.02,0.04,-0.00,0.01,-0.03,0.00
2.226,-0.07,0.37,0.93,-0.16,0.02,0.04,-0.00,-0.00,-0.02,0.00
2.227,-0.06,0.36,0.93,-0.16,0.02,0.04,-0.00,-0.00,-0.02,0.00
2.228,-0.06,0.36,0.93,-0.01,-0.00,0.03,-0.00,-0.00,-0.02,0.00
2.266,-0.06,0.36,0.93,-0.06,0.02,0.10,-0.00,-0.00,-0.02,0.00
2.305,-0.06,0.36,0.93,-0.06,0.02,0.10,0.02,0.02,-0.02,0.00
2.306,-0.06,0.37,0.91,-0.06,0.02,0.10,0.02,0.02,-0.02,0.00
2.306,-0.06,0.37,0.91,-0.05,0.03,-0.02,0.02,0.02,-0.02,0.00
2.345,-0.06,0.37,0.91,-0.01,-0.00,-0.25,0.02,0.02,-0.02,0.00
2.384,-0.06,0.37,0.91,-0.01,-0.00,-0.25,0.02,0.01,-0.01,0.00
2.385,-0.05,0.36,0.93,-0.01,-0.00,-0.25,0.02,0.01,-0.01,0.00
2.385,-0.05,0.36,0.93,0.03,-0.04,0.06,0.02,0.01,-0.01,0.00
2.424,-0.05,0.36,0.93,-0.01,-0.04,0.27,0.02,0.01,-0.01,0.00
2.425,-0.06,0.36,0.94,-0.01,-0.04,0.27,0.02,0.01,-0.01,0.00
2.464,-0.06,0.36,0.94,0.02,-0.02,0.12,0.02,0.01,-0.01,0.00
2.464,-0.06,0.36,0.94,0.02,-0.02,0.12,-0.01,0.03,-0.02,0.00
2.503,-0.06,0.36,0.94,0.02,-0.02,0.12,0.01,0.02,-0.02,0.00
2.504,-0.06,0.37,0.93,0.02,-0.02,0.12,0.01,0.02,-0.02,0.00
2.504,-0.06,0.37,0.93,0.04,0.01,0.02,0.01,0.02,-0.02,0.00
2.543,-0.06,0.37,0.93,0.02,0.03,0.02,0.01,0.02,-0.02,0.00
2.582,-0.06,0.37,0.91,0.02,0.03,0.02,0.01,0.02,-0.02,0.00
2.582,-0.06,0.37,0.91,0.02,0.03,0.02,0.01,0.03,-0.02,0.00
2.583,-0.06,0.37,0.91,0.07,0.00,-0.13,0.01,0.03,-0.02,0.00
2.622,-0.07,0.37,0.94,0.07,0.00,-0.13,0.01,0.03,-0.02,0.00
2.623,-0.07,0.37,0.94,-0.10,0.02,-0.05,0.01,0.03,-0.02,0.00
2.661,-0.07,0.37,0.94,-0.10,0.02,-0.05,-0.02,0.03,-0.03,0.00
2.662,-0.07,0.37,0.94,-0.01,0.00,0.20,-0.02,0.03,-0.03,0.00
2.701,-0.06,0.37,0.91,-0.01,0.00,0.20,-0.02,0.03,-0.03,0.00
2.702,-0.06,0.37,0.91,-0.01,0.00,0.20,0.06,0.01,-0.01,0.00
2.702,-0.06,0.37,0.91,0.04,-0.04,0.06,0.06,0.01,-0.01,0.00
2.74,-0.06,0.37,0.91,-0.03,0.00,-0.30,0.06,0.01,-0.01,0.00
2.779,-0.06,0.37,0.91,-0.03,0.00,-0.30,-0.01,0.02,-0.01,0.00
2.78,-0.07,0.36,0.94,-0.03,0.00,-0.30,-0.01,0.02,-0.01,0.00
2.781,-0.07,0.36,0.94,-0.02,-0.02,0.12,-0.01,0.02,-0.01,0.00
2.819,-0.07,0.36,0.93,-0.02,-0.02,0.12,-0.01,0.02,-0.01,0.00
2.82,-0.07,0.36,0.93,-0.09,-0.04,0.11,-0.01,0.02,-0.01,0.00
2.859,-0.07,0.36,0.93,-0.09,-0.04,0.11,0.01,0.01,-0.01,0.00
2.86,-0.07,0.36,0.93,0.02,-0.02,0.01,0.01,0.01,-0.01,0.00
2.898,-0.07,0.36,0.93,0.02,-0.02,0.01,0.01,-0.00,-0.00,0.00
2.899,-0.06,0.37,0.91,0.02,-0.02,0.01,0.01,-0.00,-0.00,0.00
2.899,-0.06,0.37,0.91,0.03,-0.02,-0.21,0.01,-0.00,-0.00,0.00
2.938,-0.06,0.37,0.91,0.02,0.01,0.00,0.01,-0.00,-0.00,0.00
2.978,-0.06,0.37,0.91,0.02,0.01,0.00,-0.00,0.01,-0.00,0.00
2.978,-0.07,0.36,0.92,0.02,0.01,0.00,-0.00,0.01,-0.00,0.00
2.979,-0.07,0.36,0.92,0.02,-0.00,0.00,-0.00,0.01,-0.00,0.00
3.017,-0.05,0.36,0.94,0.02,-0.00,0.00,-0.00,0.01,-0.00,0.00
3.018,-0.05,0.36,0.94,-0.02,-0.04,0.06,-0.00,0.01,-0.00,0.00
3.057,-0.05,0.36,0.94,-0.02,-0.04,0.06,-0.01,-0.01,0.01,0.00
3.057,-0.05,0.36,0.94,0.12,-0.04,0.12,-0.01,-0.01,0.01,0.00
3.096,-0.05,0.36,0.94,0.12,-0.04,0.12,0.01,0.01,0.01,0.00
3.096,-0.08,0.37,0.89,0.12,-0.04,0.12,0.01,0.01,0.01,0.00
3.096,-0.08,0.37,0.89,-0.11,-0.01,-0.10,0.01,0.01,0.01,0.00
3.136,-0.08,0.37,0.89,-0.10,0.03,-0.42,0.01,0.01,0.01,0.00
3.178,-0.08,0.37,0.89,-0.10,0.03,-0.42,-0.04,-0.01,0.02,0.00
3.179,-0.07,0.36,0.95,-0.10,0.03,-0.42,-0.04,-0.01,0.02,0.00
3.179,-0.07,0.36,0.95,-0.05,-0.02,0.22,-0.04,-0.01,0.02,0.00
3.215,-0.07,0.37,0.93,-0.05,-0.02,0.22,-0.04,-0.01,0.02,0.00
3.216,-0.07,0.37,0.93,-0.04,0.04,0.23,-0.04,-0.01,0.02,0.00
3.254,-0.07,0.37,0.93,-0.04,0.04,0.23,0.00,0.00,0.01,0.00
3.255,-0.07,0.37,0.93,-0.01,0.02,0.02,0.00,0.00,0.01,0.00
3.294,-0.07,0.37,0.93,-0.00,-0.01,-0.07,0.00,0.00,0.01,0.00
3.295,-0.07,0.37,0.93,-0.00,-0.01,-0.07,0.01,-0.02,0.01,0.00
3.295,-0.06,0.37,0.93,-0.00,-0.01,-0.07,0.01,-0.02,0.01,0.00
3.333,-0.06,0.37,0.93,0.13,0.03,0.08,0.01,-0.02,0.01,0.00
3.373,-0.06,0.37,0.93,0.13,0.03,0.08,0.01,-0.01,0.01,0.00
3.373,-0.07,0.37,0.93,0.13,0.03,0.08,0.01,-0.01,0.01,0.00
3.374,-0.07,0.37,0.93,-0.02,0.06,0.16,0.01,-0.01,0.01,0.00
3.412,-0.07,0.37,0.93,0.02,0.05,-0.15,0.01,-0.01,0.01,0.00
3.452,-0.07,0.37,0.93,0.02,0.05,-0.15,0.03,-0.01,0.01,0.00
3.453,-0.07,0.37,0.92,0.02,0.05,-0.15,0.03,-0.01,0.01,0.00
3.453,-0.07,0.37,0.92,-0.06,-0.00,-0.04,0.03,-0.01,0.01,0.00
3.492,-0.07,0.37,0.92,-0.03,-0.02,-0.10,0.03,-0.01,0.01,0.00
3.492,-0.07,0.37,0.92,-0.03,-0.02,-0.10,0.05,0.03,0.03,0.00
3.493,-0.06,0.37,0.91,-0.03,-0.02,-0.10,0.05,0.03,0.03,0.00
3.531,-0.06,0.37,0.91,0.05,0.03,-0.07,0.05,0.03,0.03,0.00
3.571,-0.06,0.37,0.91,0.05,0.03,-0.07,0.00,0.05,0.01,0.00
3.571,-0.08,0.37,0.93,0.05,0.03,-0.07,0.00,0.05,0.01,0.00
3.572,-0.08,0.37,0.93,-0.15,0.07,-0.30,0.00,0.05,0.01,0.00
3.61,-0.08,0.37,0.93,0.05,-0.04,0.62,0.00,0.05,0.01,0.00
3.649,-0.08,0.37,0.93,0.05,-0.04,0.62,0.04,0.01,-0.01,0.00
3.65,-0.08,0.37,0.93,0.04,0.02,0.04,0.04,0.01,-0.01,0.00
3.65,-0.07,0.38,0.92,0.04,0.02,0.04,0.04,0.01,-0.01,0.00
3.689,-0.07,0.38,0.92,-0.07,0.07,-0.28,0.04,0.01,-0.01,0.00
3.69,-0.06,0.38,0.91,-0.07,0.07,-0.28,0.04,0.01,-0.01,0.00
3.729,-0.06,0.38,0.91,-0.07,0.07,-0.28,0.02,0.03,-0.01,0.00
3.73,-0.06,0.38,0.91,0.12,-0.00,-0.08,0.02,0.03,-0.01,0.00
3.769,-0.06,0.38,0.91,0.12,-0.00,-0.08,-0.01,0.02,0.00,0.00
3.77,-0.07,0.38,0.88,0.12,-0.00,-0.08,-0.01,0.02,0.00,0.00
3.77,-0.07,0.38,0.88,0.05,0.02,-0.23,-0.01,0.02,0.00,0.00
3.809,-0.07,0.38,0.88,0.02,0.03,-0.40,-0.01,0.02,0.00,0.00
3.848,-0.07,0.38,0.88,0.02,0.03,-0.40,-0.05,0.03,0.01,0.00
3.849,-0.08,0.37,0.96,0.02,0.03,-0.40,-0.05,0.03,0.01,0.00
3.849,-0.08,0.37,0.96,-0.09,-0.02,0.55,-0.05,0.03,0.01,0.00
3.887,-0.07,0.38,0.91,-0.09,-0.02,0.55,-0.05,0.03,0.01,0.00
3.888,-0.07,0.38,0.91,0.08,0.07,-0.10,-0.05,0.03,0.01,0.00
3.927,-0.07,0.38,0.91,0.08,0.07,-0.10,0.00,0.04,0.02,0.00
3.928,-0.07,0.38,0.91,0.06,0.08,-0.04,0.00,0.04,0.02,0.00
3.966,-0.07,0.38,0.91,0.06,0.08,-0.04,-0.02,0.04,0.00,0.00
3.967,-0.07,0.39,0.90,0.06,0.08,-0.04,-0.02,0.04,0.00,0.00
3.968,-0.07,0.39,0.90,-0.01,0.06,0.01,-0.02,0.04,0.00,0.00
4.006,-0.07,0.39,0.90,0.15,0.17,-0.29,-0.02,0.04,0.00,0.00
4.046,-0.07,0.39,0.90,0.15,0.17,-0.29,0.00,0.13,-0.03,0.00
4.047,-0.10,0.43,0.91,0.15,0.17,-0.29,0.00,0.13,-0.03,0.00
4.047,-0.10,0.43,0.91,0.09,0.41,0.12,0.00,0.13,-0.03,0.00
4.084,-0.11,0.46,0.86,0.09,0.41,0.12,0.00,0.13,-0.03,0.00
4.085,-0.11,0.46,0.86,-0.79,0.73,-0.40,0.00,0.13,-0.03,0.00
4.125,-0.11,0.46,0.86,-0.79,0.73,-0.40,0.15,0.27,0.08,0.00
4.125,-0.11,0.46,0.86,-0.02,0.66,-0.43,0.15,0.27,0.08,0.00
4.164,-0.11,0.46,0.86,-0.02,0.66,-0.43,0.15,0.28,0.15,0.00
4.165,-0.11,0.46,0.86,-0.29,0.61,0.41,0.15,0.28,0.15,0.00
4.165,-0.15,0.48,0.93,-0.29,0.61,0.41,0.15,0.28,0.15,0.00
4.203,-0.15,0.48,0.93,-0.30,0.65,0.20,0.15,0.28,0.15,0.00
4.243,-0.15,0.48,0.93,-0.30,0.65,0.20,0.55,0.61,0.25,0.00
4.244,-0.14,0.49,0.74,-0.30,0.65,0.20,0.55,0.61,0.25,0.00
4.244,-0.14,0.49,0.74,-0.02,0.57,-0.78,0.55,0.61,0.25,0.00
4.286,-0.14,0.49,0.74,0.59,0.00,-2.73,0.55,0.61,0.25,0.00
4.287,-0.06,0.48,0.52,0.59,0.00,-2.73,0.55,0.61,0.25,0.00
4.322,-0.06,0.48,0.52,0.59,0.00,-2.73,0.57,1.09,0.24,0.00
4.323,-0.06,0.48,0.52,1.50,0.03,-3.13,0.57,1.09,0.24,0.00
4.362,-0.06,0.48,0.52,1.50,0.03,-3.13,-0.14,1.45,-0.07,0.00
4.362,-0.14,0.26,0.59,1.50,0.03,-3.13,-0.14,1.45,-0.07,0.00
4.363,-0.14,0.26,0.59,0.71,-0.75,-2.21,-0.14,1.45,-0.07,0.00
4.401,-0.14,0.26,0.59,2.11,-2.73,-1.95,-0.14,1.45,-0.07,0.00
4.441,-0.14,0.26,0.59,2.86,-3.92,-3.64,-0.14,1.45,-0.07,0.00
4.442,-0.14,0.03,0.17,2.86,-3.92,-3.64,-0.14,1.45,-0.07,0.00
4.442,-0.14,0.03,0.17,2.86,-3.92,-3.64,0.55,2.74,-0.52,0.00
4.481,-0.14,0.03,0.17,4.10,-4.98,-7.99,0.55,2.74,-0.52,0.00
4.521,-0.14,0.03,0.17,1.44,-6.26,-6.64,0.55,2.74,-0.52,0.00
4.522,-0.14,0.03,0.17,1.44,-6.26,-6.64,0.17,3.41,-1.62,0.00
4.522,-0.52,-0.27,-0.12,1.44,-6.26,-6.64,0.17,3.41,-1.62,0.00
4.56,-0.52,-0.27,-0.12,1.44,-6.26,-6.64,-1.17,2.97,-2.61,0.00
4.56,-0.52,-0.27,-0.12,-1.07,-6.88,-2.34,-1.17,2.97,-2.61,0.00
4.561,-0.86,-0.63,0.08,-1.07,-6.88,-2.34,-1.17,2.97,-2.61,0.00
4.599,-0.86,-0.63,0.08,-0.32,-8.14,-3.80,-1.17,2.97,-2.61,0.00
4.639,-1.35,-1.08,0.30,-0.32,-8.14,-3.80,-1.17,2.97,-2.61,0.00
4.639,-1.35,-1.08,0.30,-0.32,-8.14,-3.80,-2.09,2.90,-3.61,0.00
4.64,-1.35,-1.08,0.30,-3.30,-9.58,-0.67,-2.09,2.90,-3.61,0.00
4.677,-1.35,-1.08,0.30,-6.33,-8.91,2.02,-2.09,2.90,-3.61,0.00
4.717,-1.35,-1.08,0.30,-6.33,-8.91,2.02,-2.51,1.77,-4.21,0.00
4.718,-1.42,-1.23,0.28,-6.33,-8.91,2.02,-2.51,1.77,-4.21,0.00
4.718,-1.42,-1.23,0.28,-5.57,-7.85,0.93,-2.51,1.77,-4.21,0.00
4.757,-1.43,-1.17,0.88,-5.57,-7.85,0.93,-2.51,1.77,-4.21,0.00
4.758,-1.43,-1.17,0.88,-6.07,-6.60,5.42,-2.51,1.77,-4.21,0.00
4.796,-1.43,-1.17,0.88,-6.07,-6.60,5.42,-3.06,0.42,-4.08,0.00
4.797,-1.43,-1.17,0.88,-7.23,-4.40,9.01,-3.06,0.42,-4.08,0.00
4.836,-1.43,-1.17,0.88,-7.23,-4.40,9.01,-1.46,0.72,-3.67,0.00
4.837,-1.43,-1.17,0.88,-7.93,-1.83,6.35,-1.46,0.72,-3.67,0.00
4.838,-1.44,-0.92,0.60,-7.93,-1.83,6.35,-1.46,0.72,-3.67,0.00
4.876,-1.44,-0.92,0.60,-9.40,0.31,6.00,-1.46,0.72,-3.67,0.00
4.915,-1.44,-0.92,0.60,-9.40,0.31,6.00,-0.87,0.21,-2.89,0.00
4.916,-1.44,-0.92,0.60,-11.19,2.77,6.46,-0.87,0.21,-2.89,0.00
4.917,-1.58,-0.60,0.56,-11.19,2.77,6.46,-0.87,0.21,-2.89,0.00
4.955,-1.58,-0.60,0.56,-10.69,4.56,3.63,-0.87,0.21,-2.89,0.00
4.956,-1.36,-0.36,0.36,-10.69,4.56,3.63,-0.87,0.21,-2.89,0.00
4.995,-1.36,-0.36,0.36,-10.69,4.56,3.63,-0.53,-0.51,-1.44,0.00
4.995,-1.36,-0.36,0.36,-9.02,5.74,4.24,-0.53,-0.51,-1.44,0.00
5.034,-1.36,-0.36,0.36,-9.02,5.74,4.24,-0.29,-1.01,-0.53,0.00
5.035,-1.25,-0.35,0.61,-9.02,5.74,4.24,-0.29,-1.01,-0.53,0.00
5.035,-1.25,-0.35,0.61,-7.51,5.63,6.14,-0.29,-1.01,-0.53,0.00
5.073,-1.25,-0.35,0.61,-8.97,5.54,6.22,-0.29,-1.01,-0.53,0.00
5.113,-1.25,-0.35,0.61,-11.26,5.74,2.80,-0.29,-1.01,-0.53,0.00
5.114,-1.62,-0.34,0.37,-11.26,5.74,2.80,-0.29,-1.01,-0.53,0.00
5.115,-1.62,-0.34,0.37,-11.26,5.74,2.80,0.99,-0.50,-0.03,0.00
5.152,-1.86,-0.59,0.56,-11.26,5.74,2.80,0.99,-0.50,-0.03,0.00
5.153,-1.86,-0.59,0.56,-12.21,4.15,3.55,0.99,-0.50,-0.03,0.00
5.192,-1.86,-0.59,0.56,-12.21,4.15,3.55,1.26,0.35,1.22,0.00
5.193,-1.86,-0.59,0.56,-12.51,1.95,4.11,1.26,0.35,1.22,0.00
5.232,-1.86,-0.59,0.56,-12.51,1.95,4.11,1.81,0.25,3.02,0.00
5.233,-1.53,-1.17,0.63,-12.51,1.95,4.11,1.81,0.25,3.02,0.00
5.233,-1.53,-1.17,0.63,-9.46,-2.09,3.25,1.81,0.25,3.02,0.00
5.271,-1.53,-1.17,0.63,-5.93,-7.26,4.42,1.81,0.25,3.02,0.00
5.311,-1.53,-1.17,0.63,-6.19,-10.64,2.60,1.81,0.25,3.02,0.00
5.312,-1.53,-1.17,0.63,-6.19,-10.64,2.60,2.61,1.19,3.75,0.00
5.312,-1.59,-1.56,0.47,-6.19,-10.64,2.60,2.61,1.19,3.75,0.00
5.35,-1.44,-1.53,0.27,-6.19,-10.64,2.60,2.61,1.19,3.75,0.00
5.351,-1.44,-1.53,0.27,-6.34,-12.74,0.62,2.61,1.19,3.75,0.00
5.39,-1.44,-1.53,0.27,-6.34,-12.74,0.62,2.02,1.03,4.31,0.00
5.391,-1.44,-1.53,0.27,-3.57,-13.79,0.23,2.02,1.03,4.31,0.00
5.429,-1.04,-1.23,0.41,-3.57,-13.79,0.23,2.02,1.03,4.31,0.00
5.43,-1.04,-1.23,0.41,-3.57,-13.79,0.23,0.75,-0.10,4.27,0.00
5.43,-1.04,-1.23,0.41,-1.33,-13.91,1.08,0.75,-0.10,4.27,0.00
5.469,-1.04,-1.23,0.41,0.90,-12.96,1.57,0.75,-0.10,4.27,0.00
5.509,-1.04,-1.23,0.41,0.90,-12.96,1.57,0.78,-0.31,3.74,0.00
5.51,-0.62,-0.86,0.30,0.90,-12.96,1.57,0.78,-0.31,3.74,0.00
5.51,-0.62,-0.86,0.30,3.04,-12.21,0.56,0.78,-0.31,3.74,0.00
5.548,-0.62,-0.86,0.30,4.41,-11.32,-0.28,0.78,-0.31,3.74,0.00
5.59,-0.62,-0.86,0.30,4.41,-11.32,-0.28,0.86,-0.13,2.95,0.00
5.59,-0.34,-0.61,0.22,4.41,-11.32,-0.28,0.86,-0.13,2.95,0.00
5.591,-0.34,-0.61,0.22,5.31,-10.95,-0.25,0.86,-0.13,2.95,0.00
5.627,-0.34,-0.61,0.22,5.31,-10.95,-0.25,1.09,0.03,2.00,0.00
5.628,-0.01,-0.45,-0.19,5.31,-10.95,-0.25,1.09,0.03,2.00,0.00
5.628,-0.01,-0.45,-0.19,6.42,-10.41,-1.84,1.09,0.03,2.00,0.00
5.666,-0.01,-0.45,-0.19,8.23,-10.06,-4.86,1.09,0.03,2.00,0.00
5.706,-0.01,-0.45,-0.19,9.61,-9.39,-6.35,1.09,0.03,2.00,0.00
5.707,0.19,-0.38,-0.41,9.61,-9.39,-6.35,1.09,0.03,2.00,0.00
5.707,0.19,-0.38,-0.41,9.61,-9.39,-6.35,0.13,-0.22,0.57,0.00
5.745,0.19,-0.38,-0.41,8.84,-9.12,-5.75,0.13,-0.22,0.57,0.00
5.785,0.19,-0.38,-0.41,6.05,-10.62,-1.88,0.13,-0.22,0.57,0.00
5.786,-0.18,-0.65,0.05,6.05,-10.62,-1.88,0.13,-0.22,0.57,0.00
5.786,-0.18,-0.65,0.05,6.05,-10.62,-1.88,-1.39,-0.03,-1.12,0.00
5.824,-0.18,-0.65,0.05,6.05,-10.62,-1.88,-1.91,0.12,-2.66,0.00
5.825,-0.49,-0.96,0.08,6.05,-10.62,-1.88,-1.91,0.12,-2.66,0.00
5.826,-0.49,-0.96,0.08,4.37,-11.54,-2.97,-1.91,0.12,-2.66,0.00
5.864,-0.49,-0.96,0.08,3.28,-11.27,-1.56,-1.91,0.12,-2.66,0.00
5.904,-1.18,-1.21,0.59,3.28,-11.27,-1.56,-1.91,0.12,-2.66,0.00
5.904,-1.18,-1.21,0.59,3.28,-11.27,-1.56,-2.19,0.97,-4.15,0.00
5.905,-1.18,-1.21,0.59,-1.86,-10.95,4.07,-2.19,0.97,-4.15,0.00
5.943,-1.18,-1.21,0.59,-4.37,-10.29,3.02,-2.19,0.97,-4.15,0.00
5.983,-1.18,-1.21,0.59,-4.37,-10.29,3.02,-0.87,1.97,-4.92,0.00
5.984,-1.67,-1.36,0.50,-4.37,-10.29,3.02,-0.87,1.97,-4.92,0.00
5.984,-1.67,-1.36,0.50,-7.88,-9.27,3.82,-0.87,1.97,-4.92,0.00
6.022,-1.83,-1.13,0.39,-7.88,-9.27,3.82,-0.87,1.97,-4.92,0.00
6.023,-1.83,-1.13,0.39,-10.68,-6.95,3.86,-0.87,1.97,-4.92,0.00
6.062,-1.83,-1.13,0.39,-10.68,-6.95,3.86,-0.22,1.53,-4.71,0.00
6.062,-1.83,-1.13,0.39,-11.12,-3.64,3.24,-0.22,1.53,-4.71,0.00
6.101,-1.61,-0.84,0.25,-11.12,-3.64,3.24,-0.22,1.53,-4.71,0.00
6.102,-1.61,-0.84,0.25,-11.12,-3.64,3.24,-0.43,-0.20,-3.39,0.00
6.102,-1.61,-0.84,0.25,-10.78,-1.06,1.94,-0.43,-0.20,-3.39,0.00
6.14,-1.61,-0.84,0.25,-9.40,0.85,1.94,-0.43,-0.20,-3.39,0.00
6.181,-1.61,-0.84,0.25,-9.40,0.85,1.94,-1.08,-1.65,-2.24,0.00
6.181,-1.33,-0.61,0.31,-9.40,0.85,1.94,-1.08,-1.65,-2.24,0.00
6.182,-1.33,-0.61,0.31,-8.51,2.49,2.68,-1.08,-1.65,-2.24,0.00
6.22,-1.11,-0.44,0.30,-8.51,2.49,2.68,-1.08,-1.65,-2.24,0.00
6.22,-1.11,-0.44,0.30,-7.10,4.04,1.79,-1.08,-1.65,-2.24,0.00
6.26,-1.11,-0.44,0.30,-7.10,4.04,1.79,-1.24,-1.89,-1.41,0.00
6.26,-1.11,-0.44,0.30,-6.75,4.84,2.72,-1.24,-1.89,-1.41,0.00
6.299,-1.11,-0.44,0.30,-6.75,4.84,2.72,-0.80,-1.04,-1.11,0.00
6.3,-1.26,-0.33,0.37,-6.75,4.84,2.72,-0.80,-1.04,-1.11,0.00
6.3,-1.26,-0.33,0.37,-7.80,5.42,3.39,-0.80,-1.04,-1.11,0.00
6.339,-1.26,-0.33,0.37,-9.41,6.27,3.26,-0.80,-1.04,-1.11,0.00
6.379,-1.26,-0.33,0.37,-9.41,6.27,3.26,0.09,-0.08,-0.55,0.00
6.379,-1.58,-0.29,0.37,-9.41,6.27,3.26,0.09,-0.08,-0.55,0.00
