time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
1.682,-0.06,0.82,0.72,-1.08,0.48,1.41,-0.15,0.32,-0.73,0.00
1.731,-0.03,0.81,0.46,-1.08,0.48,1.41,-0.15,0.32,-0.73,0.00
1.751,-0.03,0.81,0.46,-1.08,0.48,1.41,0.39,0.03,-0.50,0.00
1.753,-0.03,0.81,0.46,-0.10,0.30,-1.68,0.39,0.03,-0.50,0.00
1.797,-0.04,0.83,0.49,-0.10,0.30,-1.68,0.39,0.03,-0.50,0.00
1.814,-0.04,0.83,0.49,-0.10,0.30,-1.68,1.17,-0.23,-0.49,0.00
1.815,-0.04,0.83,0.49,-0.03,0.04,-0.69,1.17,-0.23,-0.49,0.00
1.863,0.04,0.78,0.66,-0.03,0.04,-0.69,1.17,-0.23,-0.49,0.00
1.88,0.04,0.78,0.66,-0.03,0.04,-0.69,-0.43,0.07,0.60,0.00
1.881,0.04,0.78,0.66,0.48,-0.22,0.43,-0.43,0.07,0.60,0.00
1.929,0.04,0.79,0.47,0.48,-0.22,0.43,-0.43,0.07,0.60,0.00
1.95,0.04,0.79,0.47,0.48,-0.22,0.43,0.06,-0.08,0.34,0.00
1.951,0.04,0.79,0.47,0.27,-0.18,-1.13,0.06,-0.08,0.34,0.00
1.996,-0.04,0.83,0.62,0.27,-0.18,-1.13,0.06,-0.08,0.34,0.00
2.012,-0.04,0.83,0.62,0.27,-0.18,-1.13,0.45,-0.12,-0.27,0.00
2.013,-0.04,0.83,0.62,-0.51,-0.08,0.62,0.45,-0.12,-0.27,0.00
2.061,-0.03,0.80,0.65,-0.51,-0.08,0.62,0.45,-0.12,-0.27,0.00
2.078,-0.03,0.80,0.65,-0.51,-0.08,0.62,-0.75,0.24,-0.12,0.00
2.079,-0.03,0.80,0.65,-0.58,0.12,0.92,-0.75,0.24,-0.12,0.00
2.127,-0.06,0.75,0.60,-0.58,0.12,0.92,-0.75,0.24,-0.12,0.00
2.15,-0.06,0.75,0.60,-0.58,0.12,0.92,-0.20,0.08,-0.36,0.00
2.153,-0.06,0.75,0.60,-0.06,-0.29,-0.69,-0.20,0.08,-0.36,0.00
2.198,0.03,0.73,0.50,-0.06,-0.29,-0.69,-0.20,0.08,-0.36,0.00
2.212,0.03,0.73,0.50,-0.06,-0.29,-0.69,0.61,-0.27,0.09,0.00
2.213,0.03,0.73,0.50,0.47,-0.72,-0.92,0.61,-0.27,0.09,0.00
2.259,0.03,0.75,0.87,0.47,-0.72,-0.92,0.61,-0.27,0.09,0.00
2.276,0.03,0.75,0.87,0.47,-0.72,-0.92,-1.24,0.25,0.69,0.00
2.276,0.03,0.75,0.87,0.56,0.45,-0.95,-1.24,0.25,0.69,0.00
2.325,0.01,0.89,0.44,0.56,0.45,-0.95,-1.24,0.25,0.69,0.00
2.345,0.01,0.89,0.44,0.56,0.45,-0.95,1.13,-0.42,-0.16,0.00
2.347,0.01,0.89,0.44,-0.19,0.37,-1.06,1.13,-0.42,-0.16,0.00
2.391,0.02,0.76,0.80,-0.19,0.37,-1.06,1.13,-0.42,-0.16,0.00
2.408,0.02,0.76,0.80,-0.19,0.37,-1.06,-0.80,0.27,0.25,0.00
2.409,0.02,0.76,0.80,-0.00,-0.03,1.53,-0.80,0.27,0.25,0.00
2.457,0.06,0.76,0.41,-0.00,-0.03,1.53,-0.80,0.27,0.25,0.00
2.474,0.06,0.76,0.41,-0.00,-0.03,1.53,1.03,-0.37,0.05,0.00
2.474,0.06,0.76,0.41,0.27,-0.39,-1.91,1.03,-0.37,0.05,0.00
2.523,0.12,0.64,0.86,0.27,-0.39,-1.91,1.03,-0.37,0.05,0.00
2.548,0.12,0.64,0.86,0.27,-0.39,-1.91,-1.42,0.41,0.88,0.00
2.549,0.12,0.64,0.86,0.36,-0.71,0.77,-1.42,0.41,0.88,0.00
2.589,0.12,0.80,0.34,0.36,-0.71,0.77,-1.42,0.41,0.88,0.00
2.606,0.12,0.80,0.34,0.36,-0.71,0.77,0.66,-0.35,0.16,0.00
2.607,0.12,0.80,0.34,0.38,0.45,-3.00,0.66,-0.35,0.16,0.00
2.655,0.05,0.77,0.66,0.38,0.45,-3.00,0.66,-0.35,0.16,0.00
2.672,0.05,0.77,0.66,0.38,0.45,-3.00,0.69,-0.29,-0.07,0.00
2.673,0.05,0.77,0.66,-0.48,-0.36,0.83,0.69,-0.29,-0.07,0.00
2.721,-0.04,0.85,0.89,-0.48,-0.36,0.83,0.69,-0.29,-0.07,0.00
2.741,-0.04,0.85,0.89,-0.48,-0.36,0.83,-1.21,0.61,-0.56,0.00
2.743,-0.04,0.85,0.89,-0.71,1.03,0.56,-1.21,0.61,-0.56,0.00
2.787,0.00,0.83,0.65,-0.71,1.03,0.56,-1.21,0.61,-0.56,0.00
2.804,0.00,0.83,0.65,-0.71,1.03,0.56,0.32,-0.08,-0.36,0.00
2.806,0.00,0.83,0.65,0.42,0.30,-1.06,0.32,-0.08,-0.36,0.00
2.853,0.08,0.71,0.67,0.42,0.30,-1.06,0.32,-0.08,-0.36,0.00
2.87,0.08,0.71,0.67,0.42,0.30,-1.06,0.19,-0.14,0.28,0.00
2.87,0.08,0.71,0.67,0.39,-0.62,0.35,0.19,-0.14,0.28,0.00
2.919,0.08,0.68,0.61,0.39,-0.62,0.35,0.19,-0.14,0.28,0.00
2.939,0.08,0.68,0.61,0.39,-0.62,0.35,-0.17,-0.01,0.51,0.00
2.941,0.08,0.68,0.61,-0.09,-0.76,-0.08,-0.17,-0.01,0.51,0.00
2.985,0.04,0.70,0.61,-0.09,-0.76,-0.08,-0.17,-0.01,0.51,0.00
3.002,0.04,0.70,0.61,-0.09,-0.76,-0.08,-0.22,0.17,0.01,0.00
3.003,0.04,0.70,0.61,-0.39,-0.53,-0.16,-0.22,0.17,0.01,0.00
3.051,0.04,0.76,0.50,-0.39,-0.53,-0.16,-0.22,0.17,0.01,0.00
3.068,0.04,0.76,0.50,-0.39,-0.53,-0.16,0.26,-0.06,-0.12,0.00
3.068,0.04,0.76,0.50,-0.21,0.11,-1.54,0.26,-0.06,-0.12,0.00
3.119,-0.05,0.74,0.90,-0.21,0.11,-1.54,0.26,-0.06,-0.12,0.00
3.137,-0.05,0.74,0.90,-0.21,0.11,-1.54,-0.62,0.37,-0.58,0.00
3.139,-0.05,0.74,0.90,-0.18,-0.33,1.84,-0.62,0.37,-0.58,0.00
3.185,-0.09,0.80,0.57,-0.18,-0.33,1.84,-0.62,0.37,-0.58,0.00
3.2,-0.09,0.80,0.57,-0.18,-0.33,1.84,0.20,0.08,-0.77,0.00
3.2,-0.09,0.80,0.57,-1.00,0.77,-0.94,0.20,0.08,-0.77,0.00
3.249,-0.02,0.73,0.69,-1.00,0.77,-0.94,0.20,0.08,-0.77,0.00
3.266,-0.02,0.73,0.69,-1.00,0.77,-0.94,-0.04,0.00,-0.14,0.00
3.267,-0.02,0.73,0.69,0.47,-0.41,0.25,-0.04,0.00,-0.14,0.00
3.317,0.00,0.73,0.66,0.47,-0.41,0.25,-0.04,0.00,-0.14,0.00
3.34,0.00,0.73,0.66,0.47,-0.41,0.25,-0.20,-0.01,0.21,0.00
3.342,0.00,0.73,0.66,0.55,-0.33,0.03,-0.20,-0.01,0.21,0.00
3.381,0.09,0.70,0.71,0.55,-0.33,0.03,-0.20,-0.01,0.21,0.00
3.399,0.09,0.70,0.71,0.55,-0.33,0.03,-0.38,-0.07,0.81,0.00
3.4,0.09,0.70,0.71,0.96,-0.34,-0.07,-0.38,-0.07,0.81,0.00
3.453,0.12,0.74,0.73,0.96,-0.34,-0.07,-0.38,-0.07,0.81,0.00
3.464,0.12,0.74,0.73,0.96,-0.34,-0.07,-0.14,-0.20,0.84,0.00
3.464,0.12,0.74,0.73,1.27,0.28,0.41,-0.14,-0.20,0.84,0.00
3.536,0.29,0.71,0.67,1.27,0.28,0.41,-0.14,-0.20,0.84,0.00
3.539,0.29,0.71,0.67,1.27,0.28,0.41,0.08,-0.55,1.28,0.00
3.54,0.29,0.71,0.67,1.37,-0.09,0.18,0.08,-0.55,1.28,0.00
3.579,0.16,0.77,0.71,1.37,-0.09,0.18,0.08,-0.55,1.28,0.00
3.596,0.16,0.77,0.71,1.37,-0.09,0.18,0.08,-0.27,0.22,0.00
3.596,0.16,0.77,0.71,-0.57,0.72,-0.48,0.08,-0.27,0.22,0.00
3.65,0.24,0.75,0.67,-0.57,0.72,-0.48,0.08,-0.27,0.22,0.00
3.663,0.24,0.75,0.67,-0.57,0.72,-0.48,0.20,-0.25,-0.07,0.00
3.664,0.24,0.75,0.67,0.32,0.01,0.91,0.20,-0.25,-0.07,0.00
3.736,0.25,0.65,0.65,0.32,0.01,0.91,0.20,-0.25,-0.07,0.00
3.741,0.25,0.65,0.65,0.32,0.01,0.91,-0.48,-0.16,0.72,0.00
3.742,0.25,0.65,0.65,-0.93,-0.05,-0.52,-0.48,-0.16,0.72,0.00
3.777,-0.02,0.63,0.87,-0.93,-0.05,-0.52,-0.48,-0.16,0.72,0.00
3.794,-0.02,0.63,0.87,-0.93,-0.05,-0.52,-0.79,0.63,-1.11,0.00
3.794,-0.02,0.63,0.87,-2.60,-0.29,1.67,-0.79,0.63,-1.11,0.00
3.847,-0.20,0.69,0.68,-2.60,-0.29,1.67,-0.79,0.63,-1.11,0.00
3.86,-0.20,0.69,0.68,-2.60,-0.29,1.67,-0.07,0.56,-2.62,0.00
3.86,-0.20,0.69,0.68,-1.99,0.63,-1.46,-0.07,0.56,-2.62,0.00
3.918,-0.05,0.71,0.69,-1.99,0.63,-1.46,-0.07,0.56,-2.62,0.00
3.936,-0.05,0.71,0.69,-1.99,0.63,-1.46,0.57,-0.06,-1.42,0.00
3.938,-0.05,0.71,0.69,-0.00,0.11,-0.24,0.57,-0.06,-1.42,0.00
3.975,-0.00,0.72,0.53,-0.00,0.11,-0.24,0.57,-0.06,-1.42,0.00
3.992,-0.00,0.72,0.53,-0.00,0.11,-0.24,0.68,-0.29,-0.21,0.00
3.994,-0.00,0.72,0.53,0.43,0.03,-1.62,0.68,-0.29,-0.21,0.00
4.045,-0.09,0.69,0.59,0.43,0.03,-1.62,0.68,-0.29,-0.21,0.00
4.058,-0.09,0.69,0.59,0.43,0.03,-1.62,0.37,-0.12,-0.35,0.00
4.062,-0.09,0.69,0.59,-0.49,-0.87,-0.11,0.37,-0.12,-0.35,0.00
4.107,-0.12,0.60,0.77,-0.49,-0.87,-0.11,0.37,-0.12,-0.35,0.00
4.166,-0.12,0.60,0.77,-0.49,-0.87,-0.11,-0.75,0.24,-0.44,0.00
4.169,-0.12,0.60,0.77,-0.74,-1.10,-1.15,-0.75,0.24,-0.44,0.00
4.184,-0.13,0.70,0.64,-0.74,-1.10,-1.15,-0.75,0.24,-0.44,0.00
4.209,-0.13,0.70,0.64,-0.74,-1.10,-1.15,0.25,0.08,-0.84,0.00
4.217,-0.13,0.70,0.64,-0.01,-0.21,-0.44,0.25,0.08,-0.84,0.00
4.242,0.19,0.77,0.84,-0.01,-0.21,-0.44,0.25,0.08,-0.84,0.00
4.258,0.19,0.77,0.84,-0.01,-0.21,-0.44,-0.24,-0.38,1.79,0.00
4.258,0.19,0.77,0.84,2.00,0.97,-0.18,-0.24,-0.38,1.79,0.00
4.309,0.19,0.84,0.70,2.00,0.97,-0.18,-0.24,-0.38,1.79,0.00
4.328,0.19,0.84,0.70,2.00,0.97,-0.18,0.49,-0.62,1.58,0.00
4.329,0.19,0.84,0.70,1.45,0.37,0.62,0.49,-0.62,1.58,0.00
4.371,0.16,0.76,0.80,1.45,0.37,0.62,0.49,-0.62,1.58,0.00
4.388,0.16,0.76,0.80,1.45,0.37,0.62,-0.54,-0.06,0.88,0.00
4.4,0.16,0.76,0.80,0.21,0.18,2.02,-0.54,-0.06,0.88,0.00
4.448,0.16,0.66,0.98,0.21,0.18,2.02,-0.54,-0.06,0.88,0.00
4.455,0.16,0.66,0.98,0.21,0.18,2.02,-0.90,0.24,0.53,0.00
4.455,0.16,0.66,0.98,0.14,-0.48,0.72,-0.90,0.24,0.53,0.00
4.505,0.04,0.71,0.42,0.14,-0.48,0.72,-0.90,0.24,0.53,0.00
4.523,0.04,0.71,0.42,0.14,-0.48,0.72,0.59,-0.14,-0.46,0.00
4.525,0.04,0.71,0.42,-0.96,0.25,-0.82,0.59,-0.14,-0.46,0.00
4.574,0.23,0.60,0.91,-0.96,0.25,-0.82,0.59,-0.14,-0.46,0.00
4.586,0.23,0.60,0.91,-0.96,0.25,-0.82,-1.14,0.22,0.84,0.00
4.586,0.23,0.60,0.91,1.04,-0.57,1.65,-1.14,0.22,0.84,0.00
4.638,-0.08,0.79,0.63,1.04,-0.57,1.65,-1.14,0.22,0.84,0.00
4.652,-0.08,0.79,0.63,1.04,-0.57,1.65,0.53,0.03,-1.11,0.00
4.653,-0.08,0.79,0.63,-1.67,1.17,-1.05,0.53,0.03,-1.11,0.00
4.704,0.03,0.70,0.72,-1.67,1.17,-1.05,0.53,0.03,-1.11,0.00
4.734,0.03,0.70,0.72,-1.67,1.17,-1.05,0.44,0.07,-1.02,0.00
4.736,0.03,0.70,0.72,-0.20,-0.01,0.01,0.44,0.07,-1.02,0.00
4.791,0.00,0.70,0.59,-0.20,-0.01,0.01,0.44,0.07,-1.02,0.00
4.795,0.00,0.70,0.59,-0.20,-0.01,0.01,0.38,-0.05,-0.43,0.00
4.795,0.00,0.70,0.59,0.44,-0.74,0.09,0.38,-0.05,-0.43,0.00
4.835,0.09,0.66,0.58,0.44,-0.74,0.09,0.38,-0.05,-0.43,0.00
4.85,0.09,0.66,0.58,0.44,-0.74,0.09,-0.12,-0.14,0.49,0.00
4.85,0.09,0.66,0.58,0.21,-0.41,-1.22,-0.12,-0.14,0.49,0.00
4.899,0.17,0.69,0.69,0.21,-0.41,-1.22,-0.12,-0.14,0.49,0.00
4.921,0.17,0.69,0.69,0.21,-0.41,-1.22,0.51,-0.30,0.16,0.00
4.923,0.17,0.69,0.69,1.63,-0.82,1.22,0.51,-0.30,0.16,0.00
4.972,0.13,0.73,0.79,1.63,-0.82,1.22,0.51,-0.30,0.16,0.00
4.987,0.13,0.73,0.79,1.63,-0.82,1.22,-0.51,-0.00,0.67,0.00
4.988,0.13,0.73,0.79,-0.11,0.35,0.73,-0.51,-0.00,0.67,0.00
5.032,0.10,0.69,0.68,-0.11,0.35,0.73,-0.51,-0.00,0.67,0.00
5.065,0.10,0.69,0.68,-0.11,0.35,0.73,-0.05,0.15,-0.27,0.00
5.067,0.10,0.69,0.68,-0.39,0.06,0.71,-0.05,0.15,-0.27,0.00
5.097,-0.04,0.73,0.79,-0.39,0.06,0.71,-0.05,0.15,-0.27,0.00
5.115,-0.04,0.73,0.79,-0.39,0.06,0.71,-0.34,0.40,-0.80,0.00
5.118,-0.04,0.73,0.79,-0.92,0.44,0.63,-0.34,0.40,-0.80,0.00
5.186,0.02,0.67,0.77,-0.92,0.44,0.63,-0.34,0.40,-0.80,0.00
5.187,0.02,0.67,0.77,-0.92,0.44,0.63,-0.35,0.28,-0.41,0.00
5.188,0.02,0.67,0.77,-0.08,-0.03,0.29,-0.35,0.28,-0.41,0.00
5.23,0.13,0.63,0.65,-0.08,-0.03,0.29,-0.35,0.28,-0.41,0.00
5.246,0.13,0.63,0.65,-0.08,-0.03,0.29,0.22,-0.19,0.55,0.00
5.247,0.13,0.63,0.65,1.14,-0.52,-0.23,0.22,-0.19,0.55,0.00
5.295,0.14,0.64,0.69,1.14,-0.52,-0.23,0.22,-0.19,0.55,0.00
5.315,0.14,0.64,0.69,1.14,-0.52,-0.23,-0.15,-0.21,1.00,0.00
5.317,0.14,0.64,0.69,0.27,-0.34,-0.46,-0.15,-0.21,1.00,0.00
5.365,0.08,0.67,0.77,0.27,-0.34,-0.46,-0.15,-0.21,1.00,0.00
5.378,0.08,0.67,0.77,0.27,-0.34,-0.46,0.06,-0.03,0.02,0.00
5.378,0.08,0.67,0.77,-0.39,-0.10,0.41,0.06,-0.03,0.02,0.00
5.427,-0.04,0.73,0.70,-0.39,-0.10,0.41,0.06,-0.03,0.02,0.00
5.464,-0.04,0.73,0.70,-0.39,-0.10,0.41,0.14,0.16,-0.80,0.00
5.467,-0.04,0.73,0.70,-0.80,0.32,0.40,0.14,0.16,-0.80,0.00
5.493,0.03,0.69,0.80,-0.80,0.32,0.40,0.14,0.16,-0.80,0.00
5.511,0.03,0.69,0.80,-0.80,0.32,0.40,-0.19,0.12,-0.46,0.00
5.513,0.03,0.69,0.80,-1.07,0.41,-0.34,-0.19,0.12,-0.46,0.00
5.584,-0.10,0.75,0.80,-1.07,0.41,-0.34,-0.19,0.12,-0.46,0.00
5.587,-0.10,0.75,0.80,-1.07,0.41,-0.34,0.52,0.10,-1.45,0.00
5.587,-0.10,0.75,0.80,-1.37,0.90,0.27,0.52,0.10,-1.45,0.00
5.625,-0.16,0.73,0.58,-1.37,0.90,0.27,0.52,0.10,-1.45,0.00
5.644,-0.16,0.73,0.58,-1.37,0.90,0.27,0.40,0.05,-1.22,0.00
5.648,-0.16,0.73,0.58,-0.39,-0.18,0.11,0.40,0.05,-1.22,0.00
5.691,0.00,0.62,0.86,-0.39,-0.18,0.11,0.40,0.05,-1.22,0.00
5.71,0.00,0.62,0.86,-0.39,-0.18,0.11,-0.76,-0.07,0.24,0.00
5.714,0.00,0.62,0.86,0.65,-0.37,-0.44,-0.76,-0.07,0.24,0.00
5.761,0.15,0.64,1.00,0.65,-0.37,-0.44,-0.76,-0.07,0.24,0.00
5.774,0.15,0.64,1.00,0.65,-0.37,-0.44,-0.26,-0.19,0.42,0.00
5.774,0.15,0.64,1.00,1.76,-0.24,2.47,-0.26,-0.19,0.42,0.00
5.823,0.09,0.71,0.58,1.76,-0.24,2.47,-0.26,-0.19,0.42,0.00
5.861,0.09,0.71,0.58,1.76,-0.24,2.47,-0.07,-0.40,1.28,0.00
5.866,0.09,0.71,0.58,0.36,0.64,-1.79,-0.07,-0.40,1.28,0.00
5.889,0.16,0.60,0.88,0.36,0.64,-1.79,-0.07,-0.40,1.28,0.00
5.91,0.16,0.60,0.88,0.36,0.64,-1.79,-0.28,-0.04,0.80,0.00
5.912,0.16,0.60,0.88,1.15,-0.63,2.63,-0.28,-0.04,0.80,0.00
5.985,0.03,0.67,0.65,1.15,-0.63,2.63,-0.28,-0.04,0.80,0.00
5.987,0.03,0.67,0.65,1.15,-0.63,2.63,-0.79,0.24,0.86,0.00
5.988,0.03,0.67,0.65,-0.18,0.29,0.60,-0.79,0.24,0.86,0.00
6.021,-0.01,0.61,0.53,-0.18,0.29,0.60,-0.79,0.24,0.86,0.00
6.062,-0.01,0.61,0.53,-0.18,0.29,0.60,0.80,-0.06,-0.61,0.00
6.066,-0.01,0.61,0.53,-0.94,-0.39,-2.22,0.80,-0.06,-0.61,0.00
6.087,0.02,0.58,0.91,-0.94,-0.39,-2.22,0.80,-0.06,-0.61,0.00
6.109,0.02,0.58,0.91,-0.94,-0.39,-2.22,-0.48,0.35,-0.32,0.00
6.111,0.02,0.58,0.91,0.02,-0.04,0.71,-0.48,0.35,-0.32,0.00
6.166,0.15,0.65,0.84,0.02,-0.04,0.71,-0.48,0.35,-0.32,0.00
6.179,0.15,0.65,0.84,0.02,-0.04,0.71,-0.44,0.05,0.59,0.00
6.181,0.15,0.65,0.84,0.89,0.33,0.46,-0.44,0.05,0.59,0.00
6.226,0.02,0.73,0.64,0.89,0.33,0.46,-0.44,0.05,0.59,0.00
6.238,0.02,0.73,0.64,0.89,0.33,0.46,1.17,-0.34,-0.47,0.00
6.239,0.02,0.73,0.64,-0.44,0.51,-0.94,1.17,-0.34,-0.47,0.00
6.285,0.09,0.68,0.88,-0.44,0.51,-0.94,1.17,-0.34,-0.47,0.00
6.312,0.09,0.68,0.88,-0.44,0.51,-0.94,-0.50,0.16,0.42,0.00
6.315,0.09,0.68,0.88,-1.14,0.86,-1.57,-0.50,0.16,0.42,0.00
6.401,-0.16,0.78,0.36,-1.14,0.86,-1.57,-0.50,0.16,0.42,0.00
6.403,-0.16,0.78,0.36,-1.14,0.86,-1.57,1.85,-0.05,-1.72,0.00
6.403,-0.16,0.78,0.36,-1.72,0.58,-3.18,1.85,-0.05,-1.72,0.00
6.423,0.01,0.62,0.48,-1.72,0.58,-3.18,1.85,-0.05,-1.72,0.00
6.434,0.01,0.62,0.48,-1.72,0.58,-3.18,0.02,0.08,-0.01,0.00
