time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
2.455,-0.02,0.44,0.74,-0.91,-0.10,-1.81,0.69,0.14,-1.76,0.00
2.509,0.07,0.38,0.81,-0.91,-0.10,-1.81,0.69,0.14,-1.76,0.00
2.518,0.07,0.38,0.81,-0.91,-0.10,-1.81,0.28,0.01,-0.63,0.00
2.519,0.07,0.38,0.81,0.12,-0.68,-0.84,0.28,0.01,-0.63,0.00
2.575,0.10,0.42,0.96,0.12,-0.68,-0.84,0.28,0.01,-0.63,0.00
2.584,0.10,0.42,0.96,0.12,-0.68,-0.84,-0.12,-0.09,0.23,0.00
2.585,0.10,0.42,0.96,0.18,-0.21,0.65,-0.12,-0.09,0.23,0.00
2.641,0.09,0.42,1.10,0.18,-0.21,0.65,-0.12,-0.09,0.23,0.00
2.652,0.09,0.42,1.10,0.18,-0.21,0.65,-0.56,0.08,0.05,0.00
2.653,0.09,0.42,1.10,0.11,0.12,1.86,-0.56,0.08,0.05,0.00
2.707,0.05,0.36,1.13,0.11,0.12,1.86,-0.56,0.08,0.05,0.00
2.716,0.05,0.36,1.13,0.11,0.12,1.86,-0.68,0.19,-0.09,0.00
2.717,0.05,0.36,1.13,-1.01,0.13,1.65,-0.68,0.19,-0.09,0.00
2.773,-0.12,0.45,1.05,-1.01,0.13,1.65,-0.68,0.19,-0.09,0.00
2.782,-0.12,0.45,1.05,-1.01,0.13,1.65,0.01,0.41,-1.67,0.00
2.783,-0.12,0.45,1.05,-1.28,0.76,1.18,0.01,0.41,-1.67,0.00
2.839,-0.13,0.30,1.09,-1.28,0.76,1.18,0.01,0.41,-1.67,0.00
2.85,-0.13,0.30,1.09,-1.28,0.76,1.18,-0.65,0.38,-1.30,0.00
2.85,-0.13,0.30,1.09,-0.77,-0.36,1.45,-0.65,0.38,-1.30,0.00
2.905,0.01,0.24,0.78,-0.77,-0.36,1.45,-0.65,0.38,-1.30,0.00
2.914,0.01,0.24,0.78,-0.77,-0.36,1.45,-0.27,-0.03,0.05,0.00
2.915,0.01,0.24,0.78,0.12,-0.41,-1.94,-0.27,-0.03,0.05,0.00
2.971,-0.24,0.41,0.73,0.12,-0.41,-1.94,-0.27,-0.03,0.05,0.00
2.98,-0.24,0.41,0.73,0.12,-0.41,-1.94,0.91,0.44,-1.76,0.00
2.981,-0.24,0.41,0.73,-1.33,0.58,-2.03,0.91,0.44,-1.76,0.00
3.037,-0.12,0.38,0.87,-1.33,0.58,-2.03,0.91,0.44,-1.76,0.00
3.048,-0.12,0.38,0.87,-1.33,0.58,-2.03,0.63,0.24,-0.76,0.00
3.049,-0.12,0.38,0.87,0.40,-0.13,-0.40,0.63,0.24,-0.76,0.00
3.103,-0.06,0.40,0.86,0.40,-0.13,-0.40,0.63,0.24,-0.76,0.00
3.113,-0.06,0.40,0.86,0.40,-0.13,-0.40,0.09,-0.17,0.81,0.00
3.114,-0.06,0.40,0.86,0.74,-0.05,-0.45,0.09,-0.17,0.81,0.00
3.169,-0.11,0.47,0.66,0.74,-0.05,-0.45,0.09,-0.17,0.81,0.00
3.178,-0.11,0.47,0.66,0.74,-0.05,-0.45,0.95,-0.04,0.32,0.00
3.179,-0.11,0.47,0.66,0.17,0.13,-1.88,0.95,-0.04,0.32,0.00
3.236,-0.04,0.48,0.81,0.17,0.13,-1.88,0.95,-0.04,0.32,0.00
3.263,-0.04,0.48,0.81,0.17,0.13,-1.88,0.57,-0.11,0.49,0.00
3.269,-0.04,0.48,0.81,0.56,-0.19,-0.46,0.57,-0.11,0.49,0.00
3.301,0.11,0.43,1.12,0.56,-0.19,-0.46,0.57,-0.11,0.49,0.00
3.31,0.11,0.43,1.12,0.56,-0.19,-0.46,-0.87,-0.40,1.53,0.00
3.311,0.11,0.43,1.12,1.35,-0.44,2.36,-0.87,-0.40,1.53,0.00
3.374,0.09,0.55,1.04,1.35,-0.44,2.36,-0.87,-0.40,1.53,0.00
3.377,0.09,0.55,1.04,1.35,-0.44,2.36,-0.21,-0.36,1.12,0.00
3.378,0.09,0.55,1.04,0.04,1.66,0.59,-0.21,-0.36,1.12,0.00
3.434,0.15,0.41,1.32,0.04,1.66,0.59,-0.21,-0.36,1.12,0.00
3.473,0.15,0.41,1.32,0.04,1.66,0.59,-0.31,-0.10,0.20,0.00
3.477,0.15,0.41,1.32,0.95,-0.14,4.11,-0.31,-0.10,0.20,0.00
3.499,0.18,0.39,0.84,0.95,-0.14,4.11,-0.31,-0.10,0.20,0.00
3.508,0.18,0.39,0.84,0.95,-0.14,4.11,-0.35,-0.38,0.96,0.00
3.509,0.18,0.39,0.84,0.86,-0.05,-0.73,-0.35,-0.38,0.96,0.00
3.571,0.13,0.40,0.80,0.86,-0.05,-0.73,-0.35,-0.38,0.96,0.00
3.576,0.13,0.40,0.80,0.86,-0.05,-0.73,0.25,-0.27,0.26,0.00
3.576,0.13,0.40,0.80,-0.48,-0.02,-1.43,0.25,-0.27,0.26,0.00
3.632,0.04,0.38,0.71,-0.48,-0.02,-1.43,0.25,-0.27,0.26,0.00
3.669,0.04,0.38,0.71,-0.48,-0.02,-1.43,0.42,0.05,-0.68,0.00
3.673,0.04,0.38,0.71,-0.68,-0.52,-1.78,0.42,0.05,-0.68,0.00
3.697,0.15,0.36,0.67,-0.68,-0.52,-1.78,0.42,0.05,-0.68,0.00
3.706,0.15,0.36,0.67,-0.68,-0.52,-1.78,0.26,-0.16,0.24,0.00
3.706,0.15,0.36,0.67,0.33,-0.90,-2.10,0.26,-0.16,0.24,0.00
3.764,0.08,0.42,0.74,0.33,-0.90,-2.10,0.26,-0.16,0.24,0.00
3.772,0.08,0.42,0.74,0.33,-0.90,-2.10,0.26,-0.09,-0.01,0.00
3.773,0.08,0.42,0.74,-0.39,-0.41,-1.36,0.26,-0.09,-0.01,0.00
3.829,0.05,0.51,0.74,-0.39,-0.41,-1.36,0.26,-0.09,-0.01,0.00
3.863,0.05,0.51,0.74,-0.39,-0.41,-1.36,0.49,0.02,-0.59,0.00
3.867,0.05,0.51,0.74,-0.55,0.76,-0.75,0.49,0.02,-0.59,0.00
3.895,0.04,0.60,1.06,-0.55,0.76,-0.75,0.49,0.02,-0.59,0.00
3.904,0.04,0.60,1.06,-0.55,0.76,-0.75,0.30,0.09,-0.75,0.00
3.905,0.04,0.60,1.06,-0.32,0.70,2.11,0.30,0.09,-0.75,0.00
3.989,0.04,0.60,1.06,-0.32,0.70,2.11,-0.54,0.13,-0.47,0.00
3.991,0.04,0.60,1.06,-0.14,0.67,2.68,-0.54,0.13,-0.47,0.00
3.993,0.03,0.57,1.14,-0.14,0.67,2.68,-0.54,0.13,-0.47,0.00
4.028,0.01,0.57,1.11,-0.14,0.67,2.68,-0.54,0.13,-0.47,0.00
4.039,0.01,0.57,1.11,-0.14,0.67,2.68,-0.37,0.07,-0.42,0.00
4.04,0.01,0.57,1.11,-0.51,1.01,2.17,-0.37,0.07,-0.42,0.00
4.107,-0.12,0.45,1.09,-0.51,1.01,2.17,-0.37,0.07,-0.42,0.00
4.115,-0.12,0.45,1.09,-0.51,1.01,2.17,-0.44,0.22,-0.96,0.00
4.116,-0.12,0.45,1.09,-1.09,-0.01,1.97,-0.44,0.22,-0.96,0.00
4.185,-0.12,0.45,1.09,-1.09,-0.01,1.97,-0.59,0.15,-0.62,0.00
4.187,-0.12,0.45,1.09,-0.22,-0.70,-0.22,-0.59,0.15,-0.62,0.00
4.187,-0.06,0.35,0.88,-0.22,-0.70,-0.22,-0.59,0.15,-0.62,0.00
4.225,-0.26,0.51,0.73,-0.22,-0.70,-0.22,-0.59,0.15,-0.62,0.00
4.237,-0.26,0.51,0.73,-0.22,-0.70,-0.22,0.75,0.49,-1.60,0.00
4.238,-0.26,0.51,0.73,-1.78,0.98,-2.06,0.75,0.49,-1.60,0.00
4.295,-0.12,0.42,0.75,-1.78,0.98,-2.06,0.75,0.49,-1.60,0.00
4.3,-0.12,0.42,0.75,-1.78,0.98,-2.06,0.86,0.44,-1.02,0.00
4.301,-0.12,0.42,0.75,0.55,-0.64,-1.05,0.86,0.44,-1.02,0.00
4.378,-0.05,0.44,0.66,0.55,-0.64,-1.05,0.86,0.44,-1.02,0.00
4.379,-0.05,0.44,0.66,0.55,-0.64,-1.05,0.05,-0.07,0.67,0.00
4.381,-0.05,0.44,0.66,1.00,-0.60,-1.90,0.05,-0.07,0.67,0.00
4.423,-0.02,0.50,0.61,1.00,-0.60,-1.90,0.05,-0.07,0.67,0.00
4.436,-0.02,0.50,0.61,1.00,-0.60,-1.90,0.74,-0.02,0.90,0.00
4.437,-0.02,0.50,0.61,1.30,-0.55,-2.10,0.74,-0.02,0.90,0.00
4.494,0.08,0.49,0.65,1.30,-0.55,-2.10,0.74,-0.02,0.90,0.00
4.498,0.08,0.49,0.65,1.30,-0.55,-2.10,0.53,-0.26,1.51,0.00
4.498,0.08,0.49,0.65,1.27,-0.63,-1.91,0.53,-0.26,1.51,0.00
4.576,0.02,0.67,0.81,1.27,-0.63,-1.91,0.53,-0.26,1.51,0.00
4.579,0.02,0.67,0.81,1.27,-0.63,-1.91,0.62,-0.23,0.94,0.00
4.579,0.02,0.67,0.81,0.19,0.51,0.26,0.62,-0.23,0.94,0.00
4.621,0.07,0.65,1.10,0.19,0.51,0.26,0.62,-0.23,0.94,0.00
4.634,0.07,0.65,1.10,0.19,0.51,0.26,-0.46,-0.05,0.30,0.00
4.635,0.07,0.65,1.10,0.45,0.52,2.93,-0.46,-0.05,0.30,0.00
4.708,0.07,0.65,1.10,0.45,0.52,2.93,-0.60,-0.15,0.65,0.00
4.712,0.07,0.65,1.10,0.84,0.72,1.18,-0.60,-0.15,0.65,0.00
4.713,0.16,0.61,1.01,0.84,0.72,1.18,-0.60,-0.15,0.65,0.00
4.755,0.25,0.39,1.20,0.84,0.72,1.18,-0.60,-0.15,0.65,0.00
4.795,0.25,0.39,1.20,0.84,0.72,1.18,-1.34,-0.15,1.43,0.00
4.798,0.25,0.39,1.20,1.37,-1.14,3.42,-1.34,-0.15,1.43,0.00
4.819,0.16,0.43,0.80,1.37,-1.14,3.42,-1.34,-0.15,1.43,0.00
4.831,0.16,0.43,0.80,1.37,-1.14,3.42,-0.70,-0.17,0.76,0.00
4.831,0.16,0.43,0.80,0.14,0.02,-0.90,-0.70,-0.17,0.76,0.00
4.885,0.11,0.50,0.79,0.14,0.02,-0.90,-0.70,-0.17,0.76,0.00
4.894,0.11,0.50,0.79,0.14,0.02,-0.90,0.40,-0.16,-0.60,0.00
4.895,0.11,0.50,0.79,-0.33,0.39,-0.91,0.40,-0.16,-0.60,0.00
4.951,0.04,0.50,0.76,-0.33,0.39,-0.91,0.40,-0.16,-0.60,0.00
4.971,0.04,0.50,0.76,-0.33,0.39,-0.91,0.52,-0.13,-0.77,0.00
4.977,0.04,0.50,0.76,-0.91,0.12,-1.05,0.52,-0.13,-0.77,0.00
5.017,0.05,0.40,0.71,-0.91,0.12,-1.05,0.52,-0.13,-0.77,0.00
5.028,0.05,0.40,0.71,-0.91,0.12,-1.05,0.07,0.08,-1.05,0.00
5.028,0.05,0.40,0.71,-0.30,-1.06,-1.46,0.07,0.08,-1.05,0.00
5.087,0.10,0.42,0.71,-0.30,-1.06,-1.46,0.07,0.08,-1.05,0.00
5.092,0.10,0.42,0.71,-0.30,-1.06,-1.46,-0.04,-0.09,-0.19,0.00
5.093,0.10,0.42,0.71,0.21,-0.85,-1.47,-0.04,-0.09,-0.19,0.00
5.149,0.12,0.49,0.75,0.21,-0.85,-1.47,-0.04,-0.09,-0.19,0.00
5.205,0.12,0.49,0.75,0.21,-0.85,-1.47,0.36,-0.21,0.17,0.00
5.209,0.12,0.49,0.75,0.17,-0.30,-0.91,0.36,-0.21,0.17,0.00
5.215,0.06,0.61,0.95,0.17,-0.30,-0.91,0.36,-0.21,0.17,0.00
5.226,0.06,0.61,0.95,0.17,-0.30,-0.91,0.07,-0.05,-0.10,0.00
5.227,0.06,0.61,0.95,-0.45,0.80,1.06,0.07,-0.05,-0.10,0.00
5.281,0.08,0.57,1.08,-0.45,0.80,1.06,0.07,-0.05,-0.10,0.00
5.29,0.08,0.57,1.08,-0.45,0.80,1.06,-0.35,0.12,-0.41,0.00
5.291,0.08,0.57,1.08,0.04,0.50,2.18,-0.35,0.12,-0.41,0.00
5.348,-0.04,0.68,0.92,0.04,0.50,2.18,-0.35,0.12,-0.41,0.00
5.39,-0.04,0.68,0.92,0.04,0.50,2.18,0.29,0.15,-0.71,0.00
5.393,-0.04,0.68,0.92,-0.92,1.56,0.64,0.29,0.15,-0.71,0.00
5.417,-0.05,0.42,1.06,-0.92,1.56,0.64,0.29,0.15,-0.71,0.00
5.426,-0.05,0.42,1.06,-0.92,1.56,0.64,-0.13,0.39,-1.68,0.00
5.427,-0.05,0.42,1.06,-0.24,-0.83,1.90,-0.13,0.39,-1.68,0.00
5.493,-0.11,0.40,0.72,-0.24,-0.83,1.90,-0.13,0.39,-1.68,0.00
5.495,-0.11,0.40,0.72,-0.24,-0.83,1.90,-0.72,0.11,-0.39,0.00
5.496,-0.11,0.40,0.72,-0.72,-0.61,-1.65,-0.72,0.11,-0.39,0.00
5.545,-0.18,0.49,0.76,-0.72,-0.61,-1.65,-0.72,0.11,-0.39,0.00
5.583,-0.18,0.49,0.76,-0.72,-0.61,-1.65,0.36,0.32,-1.09,0.00
5.586,-0.18,0.49,0.76,-0.92,0.19,-1.11,0.36,0.32,-1.09,0.00
5.611,-0.06,0.39,0.72,-0.92,0.19,-1.11,0.36,0.32,-1.09,0.00
5.622,-0.06,0.39,0.72,-0.92,0.19,-1.11,0.40,0.20,-0.51,0.00
5.623,-0.06,0.39,0.72,0.55,-1.08,-1.33,0.40,0.20,-0.51,0.00
5.677,-0.03,0.42,0.87,0.55,-1.08,-1.33,0.40,0.20,-0.51,0.00
5.686,-0.03,0.42,0.87,0.55,-1.08,-1.33,-0.67,-0.22,0.83,0.00
5.687,-0.03,0.42,0.87,0.46,-0.45,-0.12,-0.67,-0.22,0.83,0.00
5.743,-0.08,0.51,0.57,0.46,-0.45,-0.12,-0.67,-0.22,0.83,0.00
5.752,-0.08,0.51,0.57,0.46,-0.45,-0.12,0.65,0.05,0.25,0.00
5.753,-0.08,0.51,0.57,-0.17,0.30,-3.01,0.65,0.05,0.25,0.00
5.809,-0.04,0.51,0.70,-0.17,0.30,-3.01,0.65,0.05,0.25,0.00
5.819,-0.04,0.51,0.70,-0.17,0.30,-3.01,1.01,0.11,0.25,0.00
5.82,-0.04,0.51,0.70,0.32,-0.43,-1.27,1.01,0.11,0.25,0.00
5.906,-0.04,0.51,0.70,0.32,-0.43,-1.27,0.23,-0.02,0.52,0.00
5.908,-0.04,0.51,0.70,0.14,0.20,0.90,0.23,-0.02,0.52,0.00
5.909,-0.03,0.58,1.06,0.14,0.20,0.90,0.23,-0.02,0.52,0.00
5.941,0.08,0.58,1.09,0.14,0.20,0.90,0.23,-0.02,0.52,0.00
5.95,0.08,0.58,1.09,0.14,0.20,0.90,-0.67,-0.14,0.97,0.00
5.951,0.08,0.58,1.09,0.94,0.46,2.42,-0.67,-0.14,0.97,0.00
6.007,0.18,0.50,1.11,0.94,0.46,2.42,-0.67,-0.14,0.97,0.00
6.022,0.18,0.50,1.11,0.94,0.46,2.42,-0.68,-0.21,1.45,0.00
6.024,0.18,0.50,1.11,1.27,0.11,2.36,-0.68,-0.21,1.45,0.00
6.077,-0.02,0.49,0.98,1.27,0.11,2.36,-0.68,-0.21,1.45,0.00
6.083,-0.02,0.49,0.98,1.27,0.11,2.36,-0.52,0.06,0.08,0.00
6.084,-0.02,0.49,0.98,-0.83,0.36,0.83,-0.52,0.06,0.08,0.00
6.139,0.14,0.41,0.85,-0.83,0.36,0.83,-0.52,0.06,0.08,0.00
6.148,0.14,0.41,0.85,-0.83,0.36,0.83,-0.10,-0.11,0.41,0.00
6.149,0.14,0.41,0.85,0.77,-0.34,-0.43,-0.10,-0.11,0.41,0.00
6.205,0.06,0.42,0.73,0.77,-0.34,-0.43,-0.10,-0.11,0.41,0.00
6.215,0.06,0.42,0.73,0.77,-0.34,-0.43,0.29,-0.10,0.08,0.00
6.216,0.06,0.42,0.73,-0.21,-0.29,-1.59,0.29,-0.10,0.08,0.00
6.28,0.01,0.40,0.72,-0.21,-0.29,-1.59,0.29,-0.10,0.08,0.00
6.283,0.01,0.40,0.72,-0.21,-0.29,-1.59,0.26,0.00,-0.36,0.00
6.284,0.01,0.40,0.72,-0.63,-0.64,-1.56,0.26,0.00,-0.36,0.00
6.337,0.10,0.43,0.77,-0.63,-0.64,-1.56,0.26,0.00,-0.36,0.00
6.347,0.10,0.43,0.77,-0.63,-0.64,-1.56,0.17,-0.02,-0.34,0.00
6.348,0.10,0.43,0.77,0.09,-0.48,-1.32,0.17,-0.02,-0.34,0.00
6.419,0.16,0.42,0.77,0.09,-0.48,-1.32,0.17,-0.02,-0.34,0.00
6.425,0.16,0.42,0.77,0.09,-0.48,-1.32,0.07,-0.22,0.93,0.00
