time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
0.46,-0.11,0.08,0.61,0.98,-0.10,-2.90,-0.29,-0.38,-2.10,0.00
0.462,-0.11,0.08,0.61,0.60,-1.77,-4.38,-0.29,-0.38,-2.10,0.00
0.486,-0.53,-0.11,0.53,0.60,-1.77,-4.38,-0.29,-0.38,-2.10,0.00
0.521,-0.53,-0.11,0.53,0.60,-1.77,-4.38,1.93,2.38,-11.28,0.00
0.523,-0.53,-0.11,0.53,-2.39,-0.89,-2.16,1.93,2.38,-11.28,0.00
0.559,-0.66,-0.01,0.90,-2.39,-0.89,-2.16,1.93,2.38,-11.28,0.00
0.585,-0.66,-0.01,0.90,-2.39,-0.89,-2.16,1.06,1.83,-1.72,0.00
0.587,-0.66,-0.01,0.90,1.26,1.36,1.80,1.06,1.83,-1.72,0.00
0.617,-0.21,0.19,1.06,1.26,1.36,1.80,1.06,1.83,-1.72,0.00
0.658,-0.21,0.19,1.06,1.26,1.36,1.80,0.09,-2.21,2.93,0.00
0.659,-0.21,0.19,1.06,2.77,1.72,3.20,0.09,-2.21,2.93,0.00
0.683,-0.06,0.22,1.06,2.77,1.72,3.20,0.09,-2.21,2.93,0.00
0.719,-0.06,0.22,1.06,2.77,1.72,3.20,0.20,-2.25,2.69,0.00
0.721,-0.06,0.22,1.06,5.06,1.55,-0.02,0.20,-2.25,2.69,0.00
0.757,-0.01,0.36,1.20,5.06,1.55,-0.02,0.20,-2.25,2.69,0.00
0.783,-0.01,0.36,1.20,5.06,1.55,-0.02,0.68,-1.12,3.11,0.00
0.784,-0.01,0.36,1.20,-0.69,1.30,2.80,0.68,-1.12,3.11,0.00
0.815,-0.00,0.40,1.18,-0.69,1.30,2.80,0.68,-1.12,3.11,0.00
0.856,-0.00,0.40,1.18,-0.69,1.30,2.80,0.48,-0.10,2.06,0.00
0.858,-0.00,0.40,1.18,0.41,0.71,2.57,0.48,-0.10,2.06,0.00
0.881,-0.09,0.21,1.37,0.41,0.71,2.57,0.48,-0.10,2.06,0.00
0.916,-0.09,0.21,1.37,0.41,0.71,2.57,-0.41,0.17,-0.34,0.00
0.918,-0.09,0.21,1.37,-0.75,0.21,-0.84,-0.41,0.17,-0.34,0.00
0.951,-0.15,0.30,0.79,-0.75,0.21,-0.84,-0.41,0.17,-0.34,0.00
0.981,-0.15,0.30,0.79,-0.75,0.21,-0.84,0.49,0.59,-0.45,0.00
0.982,-0.15,0.30,0.79,-0.56,0.42,-1.42,0.49,0.59,-0.45,0.00
1.013,-0.05,0.31,0.77,-0.56,0.42,-1.42,0.49,0.59,-0.45,0.00
1.047,-0.05,0.31,0.77,-0.56,0.42,-1.42,0.57,0.14,0.81,0.00
1.048,-0.05,0.31,0.77,1.05,-0.05,-1.70,0.57,0.14,0.81,0.00
1.079,0.02,0.27,0.71,1.05,-0.05,-1.70,0.57,0.14,0.81,0.00
1.114,0.02,0.27,0.71,1.05,-0.05,-1.70,0.41,-0.25,1.05,0.00
1.116,0.02,0.27,0.71,0.50,-0.56,-2.82,0.41,-0.25,1.05,0.00
1.145,-0.03,0.33,0.62,0.50,-0.56,-2.82,0.41,-0.25,1.05,0.00
1.179,-0.03,0.33,0.62,0.50,-0.56,-2.82,0.79,-0.12,0.30,0.00
1.181,-0.03,0.33,0.62,-0.24,-0.25,-2.49,0.79,-0.12,0.30,0.00
1.211,-0.10,0.38,0.80,-0.24,-0.25,-2.49,0.79,-0.12,0.30,0.00
1.245,-0.10,0.38,0.80,-0.24,-0.25,-2.49,0.45,0.12,-1.04,0.00
1.246,-0.10,0.38,0.80,-0.60,-0.18,-0.17,0.45,0.12,-1.04,0.00
1.277,0.00,0.39,1.04,-0.60,-0.18,-0.17,0.45,0.12,-1.04,0.00
1.313,0.00,0.39,1.04,-0.60,-0.18,-0.17,-0.52,-0.50,-0.16,0.00
1.314,0.00,0.39,1.04,0.89,-0.43,3.12,-0.52,-0.50,-0.16,0.00
1.343,0.04,0.33,1.16,0.89,-0.43,3.12,-0.52,-0.50,-0.16,0.00
1.377,0.04,0.33,1.16,0.89,-0.43,3.12,-0.75,-0.64,-0.17,0.00
1.379,0.04,0.33,1.16,0.61,0.31,1.01,-0.75,-0.64,-0.17,0.00
1.409,0.23,0.35,0.96,0.61,0.31,1.01,-0.75,-0.64,-0.17,0.00
1.443,0.23,0.35,0.96,0.61,0.31,1.01,-0.09,-0.72,2.32,0.00
1.444,0.23,0.35,0.96,2.34,-0.39,0.84,-0.09,-0.72,2.32,0.00
1.475,0.38,0.15,1.37,2.34,-0.39,0.84,-0.09,-0.72,2.32,0.00
1.51,0.38,0.15,1.37,2.34,-0.39,0.84,-1.09,-0.88,2.24,0.00
1.512,0.38,0.15,1.37,1.58,-0.83,3.28,-1.09,-0.88,2.24,0.00
1.541,0.24,0.23,0.88,1.58,-0.83,3.28,-1.09,-0.88,2.24,0.00
1.579,0.24,0.23,0.88,1.58,-0.83,3.28,-0.00,-0.40,0.93,0.00
1.58,0.24,0.23,0.88,0.08,0.05,-0.58,-0.00,-0.40,0.93,0.00
1.607,0.23,0.23,0.84,0.08,0.05,-0.58,-0.00,-0.40,0.93,0.00
1.641,0.23,0.23,0.84,0.08,0.05,-0.58,0.23,-0.27,0.15,0.00
1.643,0.23,0.23,0.84,-0.03,0.31,-1.32,0.23,-0.27,0.15,0.00
1.678,0.21,0.28,0.76,-0.03,0.31,-1.32,0.23,-0.27,0.15,0.00
1.708,0.21,0.28,0.76,-0.03,0.31,-1.32,0.66,-0.18,-0.15,0.00
1.71,0.21,0.28,0.76,-0.39,0.19,-1.78,0.66,-0.18,-0.15,0.00
1.739,0.15,0.29,0.72,-0.39,0.19,-1.78,0.66,-0.18,-0.15,0.00
1.775,0.15,0.29,0.72,-0.39,0.19,-1.78,0.52,-0.02,-1.54,0.00
1.777,0.15,0.29,0.72,-1.24,0.24,-2.12,0.52,-0.02,-1.54,0.00
1.805,0.07,0.37,0.82,-1.24,0.24,-2.12,0.52,-0.02,-1.54,0.00
1.839,0.07,0.37,0.82,-1.24,0.24,-2.12,0.32,0.14,-2.33,0.00
1.84,0.07,0.37,0.82,-0.99,-0.01,0.29,0.32,0.14,-2.33,0.00
1.877,0.11,0.33,1.25,-0.99,-0.01,0.29,0.32,0.14,-2.33,0.00
1.906,0.11,0.33,1.25,-0.99,-0.01,0.29,-1.13,-0.26,-2.69,0.00
1.908,0.11,0.33,1.25,0.02,0.01,3.29,-1.13,-0.26,-2.69,0.00
1.937,0.03,0.40,1.18,0.02,0.01,3.29,-1.13,-0.26,-2.69,0.00
1.975,0.03,0.40,1.18,0.02,0.01,3.29,-0.32,0.15,-1.87,0.00
1.976,0.03,0.40,1.18,-0.85,1.14,2.07,-0.32,0.15,-1.87,0.00
2.004,0.00,0.36,1.18,-0.85,1.14,2.07,-0.32,0.15,-1.87,0.00
2.037,0.00,0.36,1.18,-0.85,1.14,2.07,-0.58,0.12,-1.70,0.00
2.038,0.00,0.36,1.18,-0.77,-0.73,3.09,-0.58,0.12,-1.70,0.00
2.076,-0.12,0.23,1.04,-0.77,-0.73,3.09,-0.58,0.12,-1.70,0.00
2.104,-0.12,0.23,1.04,-0.77,-0.73,3.09,-0.49,0.34,-1.87,0.00
2.106,-0.12,0.23,1.04,-0.97,0.01,-0.16,-0.49,0.34,-1.87,0.00
2.135,-0.12,0.27,1.07,-0.97,0.01,-0.16,-0.49,0.34,-1.87,0.00
2.172,-0.12,0.27,1.07,-0.97,0.01,-0.16,-0.10,0.33,-1.11,0.00
2.174,-0.12,0.27,1.07,-0.37,0.22,1.18,-0.10,0.33,-1.11,0.00
2.201,-0.00,0.29,0.87,-0.37,0.22,1.18,-0.10,0.33,-1.11,0.00
2.235,-0.00,0.29,0.87,-0.37,0.22,1.18,0.35,-0.28,0.62,0.00
2.236,-0.00,0.29,0.87,1.17,0.06,-1.74,0.35,-0.28,0.62,0.00
2.271,-0.04,0.25,0.81,1.17,0.06,-1.74,0.35,-0.28,0.62,0.00
2.303,-0.04,0.25,0.81,1.17,0.06,-1.74,0.26,-0.20,0.11,0.00
2.304,-0.04,0.25,0.81,-0.26,-0.39,-1.79,0.26,-0.20,0.11,0.00
2.333,-0.02,0.28,0.65,-0.26,-0.39,-1.79,0.26,-0.20,0.11,0.00
2.37,-0.02,0.28,0.65,-0.26,-0.39,-1.79,0.69,0.09,0.35,0.00
2.372,-0.02,0.28,0.65,0.23,-0.12,-3.00,0.69,0.09,0.35,0.00
2.399,-0.04,0.37,0.71,0.23,-0.12,-3.00,0.69,0.09,0.35,0.00
2.433,-0.04,0.37,0.71,0.23,-0.12,-3.00,0.94,0.26,0.60,0.00
2.434,-0.04,0.37,0.71,0.55,0.16,-0.51,0.94,0.26,0.60,0.00
2.469,0.05,0.40,0.96,0.55,0.16,-0.51,0.94,0.26,0.60,0.00
2.5,0.05,0.40,0.96,0.55,0.16,-0.51,0.04,-0.31,-0.24,0.00
2.502,0.05,0.40,0.96,-0.46,0.01,1.49,0.04,-0.31,-0.24,0.00
2.531,-0.02,0.39,1.11,-0.46,0.01,1.49,0.04,-0.31,-0.24,0.00
2.569,-0.02,0.39,1.11,-0.46,0.01,1.49,-0.35,-0.27,-0.81,0.00
2.571,-0.02,0.39,1.11,0.12,0.21,1.08,-0.35,-0.27,-0.81,0.00
2.597,0.14,0.31,1.22,0.12,0.21,1.08,-0.35,-0.27,-0.81,0.00
2.631,0.14,0.31,1.22,0.12,0.21,1.08,-1.15,-1.13,-0.34,0.00
2.633,0.14,0.31,1.22,2.02,-0.95,5.04,-1.15,-1.13,-0.34,0.00
2.675,0.19,0.18,1.34,2.02,-0.95,5.04,-1.15,-1.13,-0.34,0.00
2.7,0.19,0.18,1.34,2.02,-0.95,5.04,-0.92,-0.86,-0.38,0.00
2.702,0.19,0.18,1.34,0.28,0.38,-1.12,-0.92,-0.86,-0.38,0.00
2.729,0.16,0.26,0.80,0.28,0.38,-1.12,-0.92,-0.86,-0.38,0.00
2.767,0.16,0.26,0.80,0.28,0.38,-1.12,0.35,-0.31,1.06,0.00
2.768,0.16,0.26,0.80,0.29,-0.11,-1.31,0.35,-0.31,1.06,0.00
2.795,0.09,0.27,0.71,0.29,-0.11,-1.31,0.35,-0.31,1.06,0.00
2.829,0.09,0.27,0.71,0.29,-0.11,-1.31,0.80,0.12,0.92,0.00
2.83,0.09,0.27,0.71,-0.37,0.24,-2.68,0.80,0.12,0.92,0.00
2.865,0.12,0.32,0.74,-0.37,0.24,-2.68,0.80,0.12,0.92,0.00
2.896,0.12,0.32,0.74,-0.37,0.24,-2.68,0.93,0.26,0.69,0.00
2.898,0.12,0.32,0.74,-0.52,0.04,-1.34,0.93,0.26,0.69,0.00
2.927,0.03,0.37,0.81,-0.52,0.04,-1.34,0.93,0.26,0.69,0.00
2.965,0.03,0.37,0.81,-0.52,0.04,-1.34,0.56,0.43,-0.46,0.00
2.966,0.03,0.37,0.81,-0.85,0.09,-0.37,0.56,0.43,-0.46,0.00
2.993,0.10,0.39,0.97,-0.85,0.09,-0.37,0.56,0.43,-0.46,0.00
3.027,0.10,0.39,0.97,-0.85,0.09,-0.37,-0.01,-0.07,-0.65,0.00
3.028,0.10,0.39,0.97,0.12,0.06,0.38,-0.01,-0.07,-0.65,0.00
3.063,0.02,0.39,1.03,0.12,0.06,0.38,-0.01,-0.07,-0.65,0.00
3.094,0.02,0.39,1.03,0.12,0.06,0.38,-0.15,0.01,-0.57,0.00
3.096,0.02,0.39,1.03,-0.11,0.30,1.87,-0.15,0.01,-0.57,0.00
3.125,0.06,0.44,1.11,-0.11,0.30,1.87,-0.15,0.01,-0.57,0.00
3.199,0.06,0.44,1.11,-0.11,0.30,1.87,0.26,0.17,0.29,0.00
3.207,0.06,0.44,1.11,0.11,1.22,-0.35,0.26,0.17,0.29,0.00
3.208,0.03,0.43,0.96,0.11,1.22,-0.35,0.26,0.17,0.29,0.00
3.225,0.03,0.43,0.96,0.11,1.22,-0.35,-0.04,0.20,-0.02,0.00
3.226,0.03,0.43,0.96,-0.46,-0.42,2.38,-0.04,0.20,-0.02,0.00
3.298,-0.05,0.32,1.09,-0.46,-0.42,2.38,-0.04,0.20,-0.02,0.00
3.314,-0.05,0.32,1.09,-0.46,-0.42,2.38,-0.68,0.17,-0.92,0.00
3.314,-0.05,0.32,1.09,-0.62,0.32,-1.74,-0.68,0.17,-0.92,0.00
3.326,-0.04,0.40,0.76,-0.62,0.32,-1.74,-0.68,0.17,-0.92,0.00
3.36,-0.04,0.40,0.76,-0.62,0.32,-1.74,0.14,0.52,0.04,0.00
3.361,-0.04,0.40,0.76,-0.87,-0.23,0.66,0.14,0.52,0.04,0.00
3.389,-0.13,0.30,0.90,-0.87,-0.23,0.66,0.14,0.52,0.04,0.00
3.423,-0.13,0.30,0.90,-0.87,-0.23,0.66,-0.10,0.45,-0.36,0.00
3.424,-0.13,0.30,0.90,0.05,-0.37,-1.96,-0.10,0.45,-0.36,0.00
3.455,0.05,0.30,0.65,0.05,-0.37,-1.96,-0.10,0.45,-0.36,0.00
3.509,0.05,0.30,0.65,0.05,-0.37,-1.96,0.22,-0.13,0.84,0.00
3.511,0.05,0.30,0.65,0.57,-0.71,-1.94,0.22,-0.13,0.84,0.00
3.53,-0.15,0.29,0.89,0.57,-0.71,-1.94,0.22,-0.13,0.84,0.00
3.555,-0.15,0.29,0.89,0.57,-0.71,-1.94,-0.27,0.40,-0.87,0.00
3.556,-0.15,0.29,0.89,-0.80,-0.40,-1.11,-0.27,0.40,-0.87,0.00
3.628,-0.11,0.29,0.80,-0.80,-0.40,-1.11,-0.27,0.40,-0.87,0.00
3.637,-0.11,0.29,0.80,-0.80,-0.40,-1.11,0.05,0.27,0.13,0.00
3.637,-0.11,0.29,0.80,0.46,0.18,-0.65,0.05,0.27,0.13,0.00
3.657,0.01,0.36,1.10,0.46,0.18,-0.65,0.05,0.27,0.13,0.00
3.693,0.01,0.36,1.10,0.46,0.18,-0.65,-0.25,-0.30,0.85,0.00
3.694,0.01,0.36,1.10,0.59,-0.42,2.60,-0.25,-0.30,0.85,0.00
3.753,0.08,0.26,1.23,0.59,-0.42,2.60,-0.25,-0.30,0.85,0.00
3.756,0.08,0.26,1.23,0.59,-0.42,2.60,-0.89,-0.77,0.55,0.00
3.757,0.08,0.26,1.23,1.02,-0.11,2.16,-0.89,-0.77,0.55,0.00
3.796,0.09,0.22,1.20,1.02,-0.11,2.16,-0.89,-0.77,0.55,0.00
3.819,0.09,0.22,1.20,1.02,-0.11,2.16,-0.74,-0.51,0.53,0.00
3.821,0.09,0.22,1.20,1.30,-0.78,3.67,-0.74,-0.51,0.53,0.00
3.851,0.17,0.11,1.24,1.30,-0.78,3.67,-0.74,-0.51,0.53,0.00
3.935,0.17,0.11,1.24,1.30,-0.78,3.67,-0.97,-0.68,0.24,0.00
3.938,0.17,0.11,1.24,0.60,-0.17,0.61,-0.97,-0.68,0.24,0.00
3.941,0.17,0.20,0.78,0.60,-0.17,0.61,-0.97,-0.68,0.24,0.00
3.953,0.17,0.20,0.78,0.60,-0.17,0.61,-0.00,-0.42,0.82,0.00
3.956,0.17,0.20,0.78,0.54,0.39,-1.97,-0.00,-0.42,0.82,0.00
4.008,0.19,0.19,0.78,0.54,0.39,-1.97,-0.00,-0.42,0.82,0.00
4.017,0.19,0.19,0.78,0.54,0.39,-1.97,0.51,-0.32,0.88,0.00
4.017,0.19,0.19,0.78,-0.50,0.26,-1.75,0.51,-0.32,0.88,0.00
4.049,0.11,0.22,0.84,-0.50,0.26,-1.75,0.51,-0.32,0.88,0.00
4.096,0.11,0.22,0.84,-0.50,0.26,-1.75,0.53,0.08,0.13,0.00
4.099,0.11,0.22,0.84,-0.28,0.25,-1.32,0.53,0.08,0.13,0.00
4.116,0.18,0.31,0.71,-0.28,0.25,-1.32,0.53,0.08,0.13,0.00
4.149,0.18,0.31,0.71,-0.28,0.25,-1.32,1.19,-0.16,0.93,0.00
4.151,0.18,0.31,0.71,0.31,0.40,-2.15,1.19,-0.16,0.93,0.00
4.192,0.24,0.33,0.77,0.31,0.40,-2.15,1.19,-0.16,0.93,0.00
4.215,0.24,0.33,0.77,0.31,0.40,-2.15,0.92,-0.32,0.61,0.00
4.218,0.24,0.33,0.77,-0.20,-0.03,-1.04,0.92,-0.32,0.61,0.00
4.247,0.19,0.32,0.91,-0.20,-0.03,-1.04,0.92,-0.32,0.61,0.00
4.328,0.19,0.32,0.91,-0.20,-0.03,-1.04,-0.60,-0.07,-1.34,0.00
4.333,0.19,0.32,0.91,-0.67,-0.26,2.31,-0.60,-0.07,-1.34,0.00
4.334,0.14,0.28,1.30,-0.67,-0.26,2.31,-0.60,-0.07,-1.34,0.00
4.363,0.14,0.28,1.30,-0.67,-0.26,2.31,-1.34,-0.01,-2.26,0.00
4.364,0.14,0.28,1.30,-0.03,-0.32,3.74,-1.34,-0.01,-2.26,0.00
4.381,0.21,0.27,1.15,-0.03,-0.32,3.74,-1.34,-0.01,-2.26,0.00
4.413,0.21,0.27,1.15,-0.03,-0.32,3.74,-0.68,-0.11,-1.48,0.00
4.415,0.21,0.27,1.15,-1.06,-0.02,1.87,-0.68,-0.11,-1.48,0.00
4.445,-0.08,0.23,1.23,-1.06,-0.02,1.87,-0.68,-0.11,-1.48,0.00
4.48,-0.08,0.23,1.23,-1.06,-0.02,1.87,-0.62,1.26,-2.21,0.00
4.482,-0.08,0.23,1.23,-3.17,0.37,3.22,-0.62,1.26,-2.21,0.00
4.514,-0.13,0.27,1.12,-3.17,0.37,3.22,-0.62,1.26,-2.21,0.00
4.554,-0.13,0.27,1.12,-3.17,0.37,3.22,0.07,0.83,-0.67,0.00
4.561,-0.13,0.27,1.12,0.19,0.37,-0.63,0.07,0.83,-0.67,0.00
4.577,-0.03,0.29,0.72,0.19,0.37,-0.63,0.07,0.83,-0.67,0.00
4.625,-0.03,0.29,0.72,0.19,0.37,-0.63,0.72,0.39,0.71,0.00
4.627,-0.03,0.29,0.72,-0.09,0.55,-2.00,0.72,0.39,0.71,0.00
4.647,-0.04,0.32,0.81,-0.09,0.55,-2.00,0.72,0.39,0.71,0.00
4.679,-0.04,0.32,0.81,-0.09,0.55,-2.00,0.70,0.22,1.15,0.00
4.68,-0.04,0.32,0.81,0.69,0.26,-1.48,0.70,0.22,1.15,0.00
4.71,0.08,0.34,0.74,0.69,0.26,-1.48,0.70,0.22,1.15,0.00
4.743,0.08,0.34,0.74,0.69,0.26,-1.48,0.63,-0.57,1.85,0.00
4.745,0.08,0.34,0.74,1.55,-0.51,-1.31,0.63,-0.57,1.85,0.00
4.775,0.07,0.26,0.90,1.55,-0.51,-1.31,0.63,-0.57,1.85,0.00
4.823,0.07,0.26,0.90,1.55,-0.51,-1.31,-0.50,-0.40,0.41,0.00
4.825,0.07,0.26,0.90,-0.27,-0.94,0.06,-0.50,-0.40,0.41,0.00
4.855,-0.05,0.24,0.84,-0.27,-0.94,0.06,-0.50,-0.40,0.41,0.00
4.892,-0.05,0.24,0.84,-0.27,-0.94,0.06,-0.37,0.47,-0.69,0.00
4.895,-0.05,0.24,0.84,-1.28,-0.14,-1.86,-0.37,0.47,-0.69,0.00
4.917,-0.08,0.32,0.81,-1.28,-0.14,-1.86,-0.37,0.47,-0.69,0.00
4.948,-0.08,0.32,0.81,-1.28,-0.14,-1.86,0.16,0.44,-0.01,0.00
4.95,-0.08,0.32,0.81,0.70,-0.10,1.08,0.16,0.44,-0.01,0.00
4.974,0.24,0.23,1.30,0.70,-0.10,1.08,0.16,0.44,-0.01,0.00
5.025,0.24,0.23,1.30,0.70,-0.10,1.08,-1.03,-1.08,0.67,0.00
5.026,0.24,0.23,1.30,1.69,-0.47,3.95,-1.03,-1.08,0.67,0.00
5.04,0.22,0.20,1.31,1.69,-0.47,3.95,-1.03,-1.08,0.67,0.00
5.074,0.22,0.20,1.31,1.69,-0.47,3.95,-0.86,-0.81,0.63,0.00
5.076,0.22,0.20,1.31,1.40,-0.18,3.65,-0.86,-0.81,0.63,0.00
5.113,0.30,0.09,1.35,1.40,-0.18,3.65,-0.86,-0.81,0.63,0.00
5.139,0.30,0.09,1.35,1.40,-0.18,3.65,-0.98,-0.49,0.06,0.00
5.14,0.30,0.09,1.35,0.77,-0.57,4.36,-0.98,-0.49,0.06,0.00
5.171,0.15,0.13,1.07,0.77,-0.57,4.36,-0.98,-0.49,0.06,0.00
5.224,0.15,0.13,1.07,0.77,-0.57,4.36,0.05,-0.26,0.51,0.00
5.225,0.15,0.13,1.07,0.71,0.46,-2.23,0.05,-0.26,0.51,0.00
5.237,0.23,0.23,0.51,0.71,0.46,-2.23,0.05,-0.26,0.51,0.00
5.274,0.23,0.23,0.51,0.71,0.46,-2.23,1.41,-0.61,1.98,0.00
5.275,0.23,0.23,0.51,-0.31,0.72,-3.99,1.41,-0.61,1.98,0.00
5.315,0.15,0.40,0.60,-0.31,0.72,-3.99,1.41,-0.61,1.98,0.00
5.337,0.15,0.40,0.60,-0.31,0.72,-3.99,2.55,0.12,1.28,0.00
5.339,0.15,0.40,0.60,-0.45,0.87,-1.53,2.55,0.12,1.28,0.00
5.369,0.18,0.36,0.88,-0.45,0.87,-1.53,2.55,0.12,1.28,0.00
5.403,0.18,0.36,0.88,-0.45,0.87,-1.53,0.28,0.05,-1.47,0.00
5.404,0.18,0.36,0.88,-0.95,-0.31,-0.75,0.28,0.05,-1.47,0.00
5.46,0.17,0.35,0.71,-0.95,-0.31,-0.75,0.28,0.05,-1.47,0.00
5.47,0.17,0.35,0.71,-0.95,-0.31,-0.75,0.09,-0.32,-1.48,0.00
5.471,0.17,0.35,0.71,-0.19,-0.48,-1.56,0.09,-0.32,-1.48,0.00
5.502,0.14,0.32,0.73,-0.19,-0.48,-1.56,0.09,-0.32,-1.48,0.00
5.543,0.14,0.32,0.73,-0.19,-0.48,-1.56,-0.34,-0.50,-1.85,0.00
5.545,0.14,0.32,0.73,-1.05,-0.64,0.06,-0.34,-0.50,-1.85,0.00
5.567,-0.07,0.34,1.00,-1.05,-0.64,0.06,-0.34,-0.50,-1.85,0.00
5.601,-0.07,0.34,1.00,-1.05,-0.64,0.06,-1.05,0.56,-3.30,0.00
5.602,-0.07,0.34,1.00,-2.42,-0.34,1.61,-1.05,0.56,-3.30,0.00
5.634,-0.18,0.44,1.25,-2.42,-0.34,1.61,-1.05,0.56,-3.30,0.00
5.668,-0.18,0.44,1.25,-2.42,-0.34,1.61,-0.38,0.90,-2.14,0.00
5.67,-0.18,0.44,1.25,-0.73,1.48,1.64,-0.38,0.90,-2.14,0.00
5.7,0.20,0.47,1.15,-0.73,1.48,1.64,-0.38,0.90,-2.14,0.00
5.733,0.20,0.47,1.15,-0.73,1.48,1.64,0.22,-0.66,0.15,0.00
5.736,0.20,0.47,1.15,2.02,0.65,3.99,0.22,-0.66,0.15,0.00
5.765,0.00,0.34,1.49,2.02,0.65,3.99,0.22,-0.66,0.15,0.00
5.799,0.00,0.34,1.49,2.02,0.65,3.99,-0.84,-0.43,-0.58,0.00
5.8,0.00,0.34,1.49,-0.01,0.23,4.26,-0.84,-0.43,-0.58,0.00
5.832,0.05,0.34,0.80,-0.01,0.23,4.26,-0.84,-0.43,-0.58,0.00
5.866,0.05,0.34,0.80,-0.01,0.23,4.26,0.67,0.01,0.90,0.00
5.868,0.05,0.34,0.80,0.28,0.67,-3.21,0.67,0.01,0.90,0.00
5.897,0.01,0.41,0.86,0.28,0.67,-3.21,0.67,0.01,0.90,0.00
5.983,0.01,0.41,0.86,0.28,0.67,-3.21,0.86,0.32,0.85,0.00
5.985,0.01,0.41,0.86,-0.39,0.01,-0.76,0.86,0.32,0.85,0.00
5.986,-0.09,0.38,0.75,-0.39,0.01,-0.76,0.86,0.32,0.85,0.00
5.997,-0.09,0.38,0.75,-0.39,0.01,-0.76,0.66,0.84,-0.06,0.00
5.998,-0.09,0.38,0.75,-0.86,-0.30,-1.91,0.66,0.84,-0.06,0.00
6.043,-0.06,0.40,0.78,-0.86,-0.30,-1.91,0.66,0.84,-0.06,0.00
6.065,-0.06,0.40,0.78,-0.86,-0.30,-1.91,0.36,0.57,-0.21,0.00
6.067,-0.06,0.40,0.78,-0.73,-0.39,-0.65,0.36,0.57,-0.21,0.00
6.095,-0.20,0.40,0.86,-0.73,-0.39,-0.65,0.36,0.57,-0.21,0.00
6.134,-0.20,0.40,0.86,-0.73,-0.39,-0.65,-0.03,0.74,-0.73,0.00
6.136,-0.20,0.40,0.86,-0.96,-0.27,0.06,-0.03,0.74,-0.73,0.00
6.161,-0.11,0.41,0.99,-0.96,-0.27,0.06,-0.03,0.74,-0.73,0.00
6.195,-0.11,0.41,0.99,-0.96,-0.27,0.06,-0.46,-0.23,-0.18,0.00
6.196,-0.11,0.41,0.99,0.99,-0.17,1.72,-0.46,-0.23,-0.18,0.00
6.263,0.07,0.29,1.36,0.99,-0.17,1.72,-0.46,-0.23,-0.18,0.00
6.266,0.07,0.29,1.36,0.99,-0.17,1.72,-1.42,-1.36,-0.33,0.00
6.266,0.07,0.29,1.36,1.17,-0.71,3.11,-1.42,-1.36,-0.33,0.00
6.293,0.14,0.27,1.13,1.17,-0.71,3.11,-1.42,-1.36,-0.33,0.00
6.332,0.14,0.27,1.13,1.17,-0.71,3.11,-0.41,-1.33,0.57,0.00
6.334,0.14,0.27,1.13,2.47,0.31,-0.63,-0.41,-1.33,0.57,0.00
6.36,0.42,0.23,0.94,2.47,0.31,-0.63,-0.41,-1.33,0.57,0.00
6.393,0.42,0.23,0.94,2.47,0.31,-0.63,-0.14,-1.90,1.22,0.00
6.394,0.42,0.23,0.94,1.61,-0.45,-0.39,-0.14,-1.90,1.22,0.00
