time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
2.055,-0.11,0.49,0.84,-0.04,-0.05,-0.15,-0.00,-0.00,0.00,0.00
2.094,-0.11,0.49,0.84,-0.04,-0.05,-0.15,-0.03,-0.03,-0.02,0.00
2.094,-0.11,0.49,0.86,-0.04,-0.05,-0.15,-0.03,-0.03,-0.02,0.00
2.095,-0.11,0.49,0.86,0.02,0.04,-0.09,-0.03,-0.03,-0.02,0.00
2.133,-0.11,0.49,0.86,-0.07,-0.02,0.16,-0.03,-0.03,-0.02,0.00
2.173,-0.11,0.49,0.86,-0.07,-0.02,0.16,-0.05,-0.01,-0.02,0.00
2.174,-0.12,0.49,0.87,-0.07,-0.02,0.16,-0.05,-0.01,-0.02,0.00
2.174,-0.12,0.49,0.87,-0.08,0.01,0.09,-0.05,-0.01,-0.02,0.00
2.212,-0.10,0.50,0.87,-0.08,0.01,0.09,-0.05,-0.01,-0.02,0.00
2.213,-0.10,0.50,0.87,-0.04,0.01,-0.03,-0.05,-0.01,-0.02,0.00
2.252,-0.10,0.50,0.87,-0.04,0.01,-0.03,-0.03,-0.01,0.01,0.00
2.253,-0.10,0.50,0.87,0.14,0.11,0.06,-0.03,-0.01,0.01,0.00
2.292,-0.10,0.50,0.87,0.14,0.11,0.06,-0.02,-0.00,0.00,0.00
2.292,-0.10,0.50,0.87,-0.06,-0.07,-0.05,-0.02,-0.00,0.00,0.00
2.293,-0.11,0.49,0.86,-0.06,-0.07,-0.05,-0.02,-0.00,0.00,0.00
2.331,-0.11,0.49,0.86,0.00,0.07,-0.01,-0.02,-0.00,0.00,0.00
2.371,-0.11,0.49,0.86,0.00,0.07,-0.01,-0.01,-0.02,0.01,0.00
2.371,-0.11,0.48,0.87,0.00,0.07,-0.01,-0.01,-0.02,0.01,0.00
2.372,-0.11,0.48,0.87,0.00,-0.07,0.12,-0.01,-0.02,0.01,0.00
2.41,-0.10,0.48,0.82,0.00,-0.07,0.12,-0.01,-0.02,0.01,0.00
2.411,-0.10,0.48,0.82,0.06,-0.01,-0.07,-0.01,-0.02,0.01,0.00
2.45,-0.10,0.48,0.82,0.06,-0.01,-0.07,0.00,-0.01,0.01,0.00
2.451,-0.10,0.48,0.82,0.10,-0.03,-0.38,0.00,-0.01,0.01,0.00
2.489,-0.10,0.48,0.82,0.01,0.01,0.31,0.00,-0.01,0.01,0.00
2.49,-0.10,0.48,0.82,0.01,0.01,0.31,-0.04,0.00,-0.04,0.00
2.49,-0.12,0.48,0.89,0.01,0.01,0.31,-0.04,0.00,-0.04,0.00
2.529,-0.12,0.48,0.89,-0.26,-0.10,0.24,-0.04,0.00,-0.04,0.00
2.569,-0.12,0.48,0.89,-0.26,-0.10,0.24,0.02,-0.01,0.02,0.00
2.569,-0.10,0.49,0.87,-0.26,-0.10,0.24,0.02,-0.01,0.02,0.00
2.57,-0.10,0.49,0.87,0.14,0.16,0.08,0.02,-0.01,0.02,0.00
2.608,-0.11,0.49,0.85,0.14,0.16,0.08,0.02,-0.01,0.02,0.00
2.609,-0.11,0.49,0.85,-0.10,-0.09,-0.04,0.02,-0.01,0.02,0.00
2.648,-0.11,0.49,0.85,-0.10,-0.09,-0.04,0.01,0.02,0.01,0.00
2.649,-0.11,0.49,0.85,0.02,0.03,-0.16,0.01,0.02,0.01,0.00
2.687,-0.11,0.48,0.86,0.02,0.03,-0.16,0.01,0.02,0.01,0.00
2.688,-0.11,0.48,0.86,0.02,0.03,-0.16,-0.00,-0.01,-0.00,0.00
2.688,-0.11,0.48,0.86,0.04,0.00,-0.02,-0.00,-0.01,-0.00,0.00
2.726,-0.11,0.48,0.86,-0.00,-0.05,0.04,-0.00,-0.01,-0.00,0.00
2.766,-0.11,0.48,0.86,-0.00,-0.05,0.04,0.01,0.00,-0.01,0.00
2.767,-0.11,0.48,0.85,-0.00,-0.05,0.04,0.01,0.00,-0.01,0.00
2.767,-0.11,0.48,0.85,-0.02,-0.04,-0.12,0.01,0.00,-0.01,0.00
2.809,-0.11,0.48,0.85,-0.08,-0.10,-0.15,0.01,0.00,-0.01,0.00
2.845,-0.11,0.48,0.85,-0.08,-0.10,-0.15,-0.02,-0.00,0.01,0.00
2.846,-0.11,0.48,0.85,0.12,0.12,-0.19,-0.02,-0.00,0.01,0.00
2.847,-0.10,0.49,0.84,0.12,0.12,-0.19,-0.02,-0.00,0.01,0.00
2.885,-0.10,0.49,0.84,0.12,0.12,-0.19,-0.04,-0.04,0.03,0.00
2.886,-0.10,0.47,0.88,0.12,0.12,-0.19,-0.04,-0.04,0.03,0.00
2.886,-0.10,0.47,0.88,-0.24,-0.15,0.09,-0.04,-0.04,0.03,0.00
2.924,-0.10,0.47,0.88,0.15,-0.00,0.18,-0.04,-0.04,0.03,0.00
2.964,-0.09,0.47,0.86,0.15,-0.00,0.18,-0.04,-0.04,0.03,0.00
2.965,-0.09,0.47,0.86,0.15,-0.00,0.18,-0.03,-0.03,0.06,0.00
2.965,-0.09,0.47,0.86,0.07,-0.04,-0.11,-0.03,-0.03,0.06,0.00
3.004,-0.09,0.47,0.86,0.08,-0.01,0.05,-0.03,-0.03,0.06,0.00
3.043,-0.12,0.47,0.84,0.08,-0.01,0.05,-0.03,-0.03,0.06,0.00
3.044,-0.12,0.47,0.84,0.08,-0.01,0.05,-0.04,-0.02,0.04,0.00
3.044,-0.12,0.47,0.84,-0.16,-0.00,-0.21,-0.04,-0.02,0.04,0.00
3.083,-0.11,0.49,0.89,-0.16,-0.00,-0.21,-0.04,-0.02,0.04,0.00
3.083,-0.11,0.49,0.89,-0.11,0.14,0.19,-0.04,-0.02,0.04,0.00
3.122,-0.11,0.49,0.89,-0.11,0.14,0.19,-0.03,-0.05,0.04,0.00
3.123,-0.11,0.49,0.89,-0.07,0.14,0.19,-0.03,-0.05,0.04,0.00
3.162,-0.11,0.49,0.89,-0.07,0.14,0.19,0.01,0.00,0.01,0.00
3.162,-0.10,0.48,0.90,-0.07,0.14,0.19,0.01,0.00,0.01,0.00
3.163,-0.10,0.48,0.90,-0.09,0.04,0.35,0.01,0.00,0.01,0.00
3.201,-0.10,0.48,0.90,0.14,0.07,0.10,0.01,0.00,0.01,0.00
3.241,-0.10,0.48,0.90,0.14,0.07,0.10,0.03,0.06,-0.02,0.00
3.242,-0.12,0.47,0.87,0.14,0.07,0.10,0.03,0.06,-0.02,0.00
3.242,-0.12,0.47,0.87,-0.09,-0.04,-0.03,0.03,0.06,-0.02,0.00
3.28,-0.12,0.46,0.85,-0.09,-0.04,-0.03,0.03,0.06,-0.02,0.00
3.281,-0.12,0.46,0.85,-0.21,-0.28,0.16,0.03,0.06,-0.02,0.00
3.32,-0.12,0.46,0.85,-0.21,-0.28,0.16,0.05,0.08,0.04,0.00
3.32,-0.12,0.46,0.85,-0.03,-0.13,-0.27,0.05,0.08,0.04,0.00
3.36,-0.12,0.46,0.85,-0.03,-0.13,-0.27,0.04,0.04,0.12,0.00
3.36,-0.13,0.47,0.86,-0.03,-0.13,-0.27,0.04,0.04,0.12,0.00
3.361,-0.13,0.47,0.86,-0.13,-0.17,0.14,0.04,0.04,0.12,0.00
3.399,-0.13,0.47,0.86,-0.14,-0.07,-0.23,0.04,0.04,0.12,0.00
3.439,-0.13,0.47,0.86,-0.14,-0.07,-0.23,0.02,0.02,0.17,0.00
3.439,-0.13,0.47,0.86,0.25,0.18,0.26,0.02,0.02,0.17,0.00
3.44,-0.08,0.50,0.88,0.25,0.18,0.26,0.02,0.02,0.17,0.00
3.478,-0.09,0.50,0.85,0.25,0.18,0.26,0.02,0.02,0.17,0.00
3.479,-0.09,0.50,0.85,0.21,0.15,-0.28,0.02,0.02,0.17,0.00
3.517,-0.09,0.50,0.85,0.21,0.15,-0.28,0.01,0.06,0.12,0.00
3.518,-0.09,0.50,0.85,0.09,0.14,-0.15,0.01,0.06,0.12,0.00
3.557,-0.09,0.50,0.85,0.09,0.14,-0.15,0.02,0.00,0.10,0.00
3.558,-0.09,0.50,0.87,0.09,0.14,-0.15,0.02,0.00,0.10,0.00
3.558,-0.09,0.50,0.87,-0.09,0.03,0.13,0.02,0.00,0.10,0.00
3.597,-0.09,0.50,0.87,0.12,0.12,0.06,0.02,0.00,0.10,0.00
3.639,-0.09,0.50,0.87,0.12,0.12,0.06,0.07,0.00,0.09,0.00
3.639,-0.06,0.52,0.85,0.12,0.12,0.06,0.07,0.00,0.09,0.00
3.64,-0.06,0.52,0.85,0.40,0.31,-0.09,0.07,0.00,0.09,0.00
3.676,-0.09,0.50,0.83,0.40,0.31,-0.09,0.07,0.00,0.09,0.00
3.676,-0.09,0.50,0.83,0.03,0.01,-0.00,0.07,0.00,0.09,0.00
3.715,-0.09,0.50,0.83,0.03,0.01,-0.00,0.06,0.04,-0.01,0.00
3.716,-0.09,0.50,0.83,-0.00,0.01,-0.23,0.06,0.04,-0.01,0.00
3.755,-0.12,0.48,0.86,-0.00,0.01,-0.23,0.06,0.04,-0.01,0.00
3.755,-0.12,0.48,0.86,-0.00,0.01,-0.23,0.03,0.02,-0.06,0.00
3.756,-0.12,0.48,0.86,-0.12,-0.23,-0.05,0.03,0.02,-0.06,0.00
3.794,-0.12,0.48,0.86,-0.21,-0.23,0.07,0.03,0.02,-0.06,0.00
3.834,-0.12,0.48,0.86,-0.21,-0.23,0.07,0.02,0.00,0.01,0.00
3.834,-0.10,0.47,0.86,-0.21,-0.23,0.07,0.02,0.00,0.01,0.00
3.835,-0.10,0.47,0.86,-0.07,-0.22,0.04,0.02,0.00,0.01,0.00
3.873,-0.10,0.47,0.86,-0.03,-0.25,0.03,0.02,0.00,0.01,0.00
3.913,-0.10,0.47,0.86,-0.03,-0.25,0.03,0.01,0.01,0.07,0.00
3.913,-0.08,0.49,0.83,-0.03,-0.25,0.03,0.01,0.01,0.07,0.00
3.914,-0.08,0.49,0.83,0.11,-0.05,-0.20,0.01,0.01,0.07,0.00
3.952,-0.08,0.49,0.83,0.11,-0.05,-0.20,-0.03,-0.00,0.05,0.00
3.953,-0.09,0.50,0.86,0.11,-0.05,-0.20,-0.03,-0.00,0.05,0.00
3.953,-0.09,0.50,0.86,0.15,0.08,0.09,-0.03,-0.00,0.05,0.00
3.991,-0.09,0.50,0.86,-0.04,0.04,0.03,-0.03,-0.00,0.05,0.00
4.031,-0.09,0.50,0.86,-0.04,0.04,0.03,-0.01,0.02,0.03,0.00
4.032,-0.09,0.50,0.86,-0.02,0.04,0.05,-0.01,0.02,0.03,0.00
4.032,-0.09,0.50,0.85,-0.02,0.04,0.05,-0.01,0.02,0.03,0.00
4.071,-0.09,0.50,0.85,-0.02,0.10,-0.10,-0.01,0.02,0.03,0.00
4.11,-0.09,0.50,0.85,-0.02,0.10,-0.10,0.00,-0.01,0.02,0.00
4.11,-0.07,0.51,0.86,-0.02,0.10,-0.10,0.00,-0.01,0.02,0.00
4.11,-0.07,0.51,0.86,0.20,0.08,0.03,0.00,-0.01,0.02,0.00
4.15,-0.09,0.51,0.89,0.20,0.08,0.03,0.00,-0.01,0.02,0.00
4.15,-0.09,0.51,0.89,0.20,0.08,0.03,-0.03,-0.02,-0.04,0.00
4.15,-0.09,0.51,0.89,0.10,0.19,-0.23,-0.03,-0.02,-0.04,0.00
4.189,-0.09,0.51,0.89,-0.01,0.04,0.46,-0.03,-0.02,-0.04,0.00
4.229,-0.09,0.51,0.89,-0.01,0.04,0.46,0.01,0.00,-0.04,0.00
4.229,-0.10,0.49,0.86,-0.01,0.04,0.46,0.01,0.00,-0.04,0.00
4.229,-0.10,0.49,0.86,-0.18,-0.10,0.15,0.01,0.00,-0.04,0.00
4.268,-0.10,0.49,0.86,0.03,-0.00,-0.07,0.01,0.00,-0.04,0.00
4.308,-0.09,0.49,0.84,0.03,-0.00,-0.07,0.01,0.00,-0.04,0.00
4.308,-0.09,0.49,0.84,0.03,-0.00,-0.07,0.03,0.00,-0.00,0.00
4.309,-0.09,0.49,0.84,0.05,-0.07,-0.13,0.03,0.00,-0.00,0.00
4.347,-0.10,0.49,0.84,0.05,-0.07,-0.13,0.03,0.00,-0.00,0.00
4.348,-0.10,0.49,0.84,0.10,0.02,-0.08,0.03,0.00,-0.00,0.00
4.387,-0.10,0.49,0.84,0.10,0.02,-0.08,0.00,0.01,-0.02,0.00
4.388,-0.10,0.49,0.84,-0.09,-0.05,-0.14,0.00,0.01,-0.02,0.00
4.426,-0.10,0.49,0.84,-0.09,-0.05,-0.14,-0.01,-0.03,-0.03,0.00
4.427,-0.10,0.50,0.87,-0.09,-0.05,-0.14,-0.01,-0.03,-0.03,0.00
4.427,-0.10,0.50,0.87,-0.14,-0.01,0.02,-0.01,-0.03,-0.03,0.00
4.466,-0.10,0.50,0.87,-0.02,0.01,0.18,-0.01,-0.03,-0.03,0.00
4.506,-0.10,0.50,0.87,-0.02,0.01,0.18,0.00,-0.00,-0.02,0.00
4.506,-0.09,0.50,0.87,-0.02,0.01,0.18,0.00,-0.00,-0.02,0.00
4.507,-0.09,0.50,0.87,0.04,0.06,0.16,0.00,-0.00,-0.02,0.00
4.545,-0.10,0.49,0.85,0.04,0.06,0.16,0.00,-0.00,-0.02,0.00
4.546,-0.10,0.49,0.85,-0.04,-0.05,-0.03,0.00,-0.00,-0.02,0.00
4.584,-0.10,0.49,0.85,-0.04,-0.05,-0.03,-0.02,0.02,-0.02,0.00
4.585,-0.10,0.49,0.85,-0.00,-0.02,-0.07,-0.02,0.02,-0.02,0.00
4.624,-0.09,0.50,0.86,-0.00,-0.02,-0.07,-0.02,0.02,-0.02,0.00
4.625,-0.09,0.50,0.86,-0.00,-0.02,-0.07,0.00,-0.00,-0.01,0.00
4.625,-0.09,0.50,0.86,0.06,0.00,-0.01,0.00,-0.00,-0.01,0.00
4.664,-0.09,0.50,0.86,0.06,0.05,-0.03,0.00,-0.00,-0.01,0.00
4.704,-0.10,0.49,0.84,0.06,0.05,-0.03,0.00,-0.00,-0.01,0.00
4.704,-0.10,0.49,0.84,-0.07,-0.04,-0.18,0.00,-0.00,-0.01,0.00
4.705,-0.10,0.49,0.84,-0.07,-0.04,-0.18,-0.02,0.00,-0.03,0.00
4.743,-0.08,0.50,0.80,-0.07,-0.04,-0.18,-0.02,0.00,-0.03,0.00
4.744,-0.08,0.50,0.80,-0.11,0.02,-0.15,-0.02,0.00,-0.03,0.00
4.783,-0.08,0.50,0.80,-0.11,0.02,-0.15,-0.00,-0.08,-0.02,0.00
4.784,-0.08,0.50,0.80,0.16,0.06,-0.49,-0.00,-0.08,-0.02,0.00
4.823,-0.08,0.50,0.80,0.16,0.06,-0.49,-0.07,-0.20,-0.08,0.00
4.823,-0.08,0.52,0.78,0.16,0.06,-0.49,-0.07,-0.20,-0.08,0.00
4.824,-0.08,0.52,0.78,0.11,0.21,-0.46,-0.07,-0.20,-0.08,0.00
4.862,-0.08,0.52,0.78,-0.09,0.24,-0.74,-0.07,-0.20,-0.08,0.00
4.902,-0.08,0.52,0.78,-0.09,0.24,-0.74,0.02,-0.94,-0.04,0.00
4.903,-0.08,0.52,0.83,-0.09,0.24,-0.74,0.02,-0.94,-0.04,0.00
4.903,-0.08,0.52,0.83,-1.58,-0.34,0.56,0.02,-0.94,-0.04,0.00
4.941,0.09,0.53,0.68,-1.58,-0.34,0.56,0.02,-0.94,-0.04,0.00
4.942,0.09,0.53,0.68,1.62,1.68,-1.60,0.02,-0.94,-0.04,0.00
4.98,0.09,0.53,0.68,1.62,1.68,-1.60,-0.16,-1.31,-0.31,0.00
4.981,0.09,0.53,0.68,0.52,0.46,-1.57,-0.16,-1.31,-0.31,0.00
5.019,0.09,0.53,0.68,0.52,0.46,-1.57,-0.62,-0.70,-0.81,0.00
5.02,0.07,0.41,0.64,0.52,0.46,-1.57,-0.62,-0.70,-0.81,0.00
5.021,0.07,0.41,0.64,-0.44,-0.92,-2.20,-0.62,-0.70,-0.81,0.00
5.06,0.07,0.41,0.64,0.60,0.05,-2.08,-0.62,-0.70,-0.81,0.00
5.099,0.07,0.41,0.64,0.60,0.05,-2.08,-1.18,-0.75,-0.80,0.00
5.1,0.08,0.25,0.67,0.60,0.05,-2.08,-1.18,-0.75,-0.80,0.00
5.1,0.08,0.25,0.67,0.14,-1.13,-1.42,-1.18,-0.75,-0.80,0.00
5.139,0.08,0.25,0.67,-0.35,-1.23,-3.20,-1.18,-0.75,-0.80,0.00
5.178,0.08,0.25,0.67,-0.35,-1.23,-3.20,-1.10,-1.78,0.18,0.00
5.179,0.08,0.25,0.67,0.22,-1.45,-1.53,-1.10,-1.78,0.18,0.00
5.179,0.24,0.16,0.73,0.22,-1.45,-1.53,-1.10,-1.78,0.18,0.00
5.221,0.24,0.16,0.73,0.22,-1.45,-1.53,0.77,-2.20,0.73,0.00
5.221,0.52,0.22,0.62,0.22,-1.45,-1.53,0.77,-2.20,0.73,0.00
5.222,0.52,0.22,0.62,2.09,-0.89,1.03,0.77,-2.20,0.73,0.00
5.258,0.52,0.22,0.62,1.53,-1.16,-3.12,0.77,-2.20,0.73,0.00
5.298,0.52,0.22,0.62,0.06,-2.66,-3.81,0.77,-2.20,0.73,0.00
5.298,0.55,-0.03,0.40,0.06,-2.66,-3.81,0.77,-2.20,0.73,0.00
5.299,0.55,-0.03,0.40,0.06,-2.66,-3.81,0.03,-2.35,0.57,0.00
5.337,0.55,-0.03,0.40,0.79,-4.05,-2.27,0.03,-2.35,0.57,0.00
5.376,0.55,-0.03,0.40,0.79,-4.05,-2.27,0.27,-4.15,1.77,0.00
5.377,0.94,-0.27,0.37,0.79,-4.05,-2.27,0.27,-4.15,1.77,0.00
5.377,0.94,-0.27,0.37,2.15,-4.80,-1.62,0.27,-4.15,1.77,0.00
5.416,0.95,-0.52,0.23,2.15,-4.80,-1.62,0.27,-4.15,1.77,0.00
5.417,0.95,-0.52,0.23,1.55,-4.55,-3.21,0.27,-4.15,1.77,0.00
5.455,0.95,-0.52,0.23,1.55,-4.55,-3.21,-1.15,-3.10,2.39,0.00
5.456,0.95,-0.52,0.23,0.84,-5.53,-1.14,-1.15,-3.10,2.39,0.00
5.495,0.95,-0.52,0.23,0.84,-5.53,-1.14,-2.00,-2.61,2.86,0.00
5.496,0.95,-0.52,0.23,3.80,-4.11,4.33,-2.00,-2.61,2.86,0.00
5.496,1.33,-0.52,0.68,3.80,-4.11,4.33,-2.00,-2.61,2.86,0.00
5.534,1.33,-0.52,0.68,4.78,-2.09,3.76,-2.00,-2.61,2.86,0.00
5.574,1.30,-0.47,0.57,4.78,-2.09,3.76,-2.00,-2.61,2.86,0.00
5.574,1.30,-0.47,0.57,4.78,-2.09,3.76,-2.32,-0.63,2.42,0.00
5.575,1.30,-0.47,0.57,3.96,-1.14,3.23,-2.32,-0.63,2.42,0.00
5.613,1.31,-0.34,0.72,3.96,-1.14,3.23,-2.32,-0.63,2.42,0.00
5.614,1.31,-0.34,0.72,5.54,0.53,5.23,-2.32,-0.63,2.42,0.00
5.653,1.31,-0.34,0.72,5.54,0.53,5.23,-2.56,-0.06,2.06,0.00
5.654,1.31,-0.34,0.72,4.52,1.90,5.73,-2.56,-0.06,2.06,0.00
5.692,1.31,-0.34,0.72,4.52,1.90,5.73,-1.81,-0.54,1.71,0.00
5.693,1.18,-0.27,0.77,4.52,1.90,5.73,-1.81,-0.54,1.71,0.00
5.693,1.18,-0.27,0.77,4.39,3.05,6.43,-1.81,-0.54,1.71,0.00
5.732,1.18,-0.27,0.77,3.55,3.45,7.24,-1.81,-0.54,1.71,0.00
5.771,1.18,-0.27,0.77,3.55,3.45,7.24,-0.91,-0.28,1.61,0.00
5.772,1.29,-0.11,0.71,3.55,3.45,7.24,-0.91,-0.28,1.61,0.00
5.773,1.29,-0.11,0.71,5.58,5.14,6.82,-0.91,-0.28,1.61,0.00
5.811,1.15,-0.19,0.44,5.58,5.14,6.82,-0.91,-0.28,1.61,0.00
5.811,1.15,-0.19,0.44,5.13,6.23,4.74,-0.91,-0.28,1.61,0.00
5.85,1.15,-0.19,0.44,5.13,6.23,4.74,-0.26,0.80,0.43,0.00
5.851,1.15,-0.19,0.44,4.04,4.50,3.13,-0.26,0.80,0.43,0.00
5.89,1.15,-0.19,0.44,4.04,4.50,3.13,-0.04,0.82,0.25,0.00
5.891,1.44,-0.14,0.63,4.04,4.50,3.13,-0.04,0.82,0.25,0.00
5.891,1.44,-0.14,0.63,6.09,5.47,-0.46,-0.04,0.82,0.25,0.00
5.929,1.44,-0.14,0.63,7.55,4.77,8.35,-0.04,0.82,0.25,0.00
5.969,1.44,-0.14,0.63,7.55,4.77,8.35,1.66,0.28,-0.67,0.00
5.969,1.46,-0.10,0.85,7.55,4.77,8.35,1.66,0.28,-0.67,0.00
5.97,1.46,-0.10,0.85,7.90,5.68,6.70,1.66,0.28,-0.67,0.00
6.008,1.46,-0.10,0.85,2.85,1.23,2.44,1.66,0.28,-0.67,0.00
