time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,P
1.043,0.68,0.64,0.86,4.14,0.87,-0.77,-0.56,-0.57,5.37,0.00
1.045,0.68,0.64,0.86,5.46,-0.55,-0.69,-0.56,-0.57,5.37,0.00
1.076,0.17,0.89,0.99,5.46,-0.55,-0.69,-0.56,-0.57,5.37,0.00
1.109,0.17,0.89,0.99,5.46,-0.55,-0.69,-0.88,0.43,1.40,0.00
1.111,0.17,0.89,0.99,-0.53,1.39,1.59,-0.88,0.43,1.40,0.00
1.142,0.28,0.67,0.89,-0.53,1.39,1.59,-0.88,0.43,1.40,0.00
1.184,0.28,0.67,0.89,-0.53,1.39,1.59,-0.80,0.50,0.70,0.00
1.186,0.28,0.67,0.89,0.43,-0.38,0.91,-0.80,0.50,0.70,0.00
1.208,0.19,0.73,0.48,0.43,-0.38,0.91,-0.80,0.50,0.70,0.00
1.241,0.19,0.73,0.48,0.43,-0.38,0.91,0.29,0.13,-0.17,0.00
1.243,0.19,0.73,0.48,-1.36,0.44,-0.43,0.29,0.13,-0.17,0.00
1.274,0.10,0.77,0.65,-1.36,0.44,-0.43,0.29,0.13,-0.17,0.00
1.307,0.10,0.77,0.65,-1.36,0.44,-0.43,0.54,0.14,-0.73,0.00
1.309,0.10,0.77,0.65,-0.47,-0.17,-0.25,0.54,0.14,-0.73,0.00
1.34,0.16,0.68,0.82,-0.47,-0.17,-0.25,0.54,0.14,-0.73,0.00
1.376,0.16,0.68,0.82,-0.47,-0.17,-0.25,-0.48,0.33,-0.18,0.00
1.378,0.16,0.68,0.82,-0.19,0.04,-0.54,-0.48,0.33,-0.18,0.00
1.405,0.05,0.78,0.81,-0.19,0.04,-0.54,-0.48,0.33,-0.18,0.00
1.439,0.05,0.78,0.81,-0.19,0.04,-0.54,-0.41,0.51,-0.71,0.00
1.441,0.05,0.78,0.81,-1.06,0.54,2.22,-0.41,0.51,-0.71,0.00
1.472,-0.09,0.85,0.73,-1.06,0.54,2.22,-0.41,0.51,-0.71,0.00
1.505,-0.09,0.85,0.73,-1.06,0.54,2.22,0.64,0.35,-1.52,0.00
1.506,-0.09,0.85,0.73,-1.54,1.62,-1.18,0.64,0.35,-1.52,0.00
1.538,-0.12,0.93,0.65,-1.54,1.62,-1.18,0.64,0.35,-1.52,0.00
1.576,-0.12,0.93,0.65,-1.54,1.62,-1.18,0.96,0.15,-1.25,0.00
1.578,-0.12,0.93,0.65,-0.44,1.07,1.24,0.96,0.15,-1.25,0.00
1.603,-0.05,0.91,0.49,-0.44,1.07,1.24,0.96,0.15,-1.25,0.00
1.637,-0.05,0.91,0.49,-0.44,1.07,1.24,1.04,-0.01,-0.13,0.00
1.638,-0.05,0.91,0.49,0.52,0.82,-1.18,1.04,-0.01,-0.13,0.00
1.67,-0.14,0.97,0.49,0.52,0.82,-1.18,1.04,-0.01,-0.13,0.00
1.703,-0.14,0.97,0.49,0.52,0.82,-1.18,1.06,0.05,-0.36,0.00
1.704,-0.14,0.97,0.49,-0.59,0.93,-0.22,1.06,0.05,-0.36,0.00
1.737,-0.06,0.89,0.39,-0.59,0.93,-0.22,1.06,0.05,-0.36,0.00
1.776,-0.06,0.89,0.39,-0.59,0.93,-0.22,0.92,-0.08,0.20,0.00
1.777,-0.06,0.89,0.39,0.86,-0.29,-1.85,0.92,-0.08,0.20,0.00
1.802,0.08,0.83,0.12,0.86,-0.29,-1.85,0.92,-0.08,0.20,0.00
1.835,0.08,0.83,0.12,0.86,-0.29,-1.85,2.00,-0.31,0.69,0.00
1.836,0.08,0.83,0.12,0.33,-0.15,-2.31,2.00,-0.31,0.69,0.00
1.867,-0.01,0.93,0.37,0.33,-0.15,-2.31,2.00,-0.31,0.69,0.00
1.901,-0.01,0.93,0.37,0.33,-0.15,-2.31,0.55,-0.06,0.12,0.00
1.902,-0.01,0.93,0.37,0.06,-0.22,-0.20,0.55,-0.06,0.12,0.00
1.933,-0.01,0.89,0.26,0.06,-0.22,-0.20,0.55,-0.06,0.12,0.00
1.976,-0.01,0.89,0.26,0.06,-0.22,-0.20,0.67,-0.06,0.19,0.00
1.977,-0.01,0.89,0.26,0.44,-0.90,-1.99,0.67,-0.06,0.19,0.00
1.999,-0.01,0.93,0.11,0.44,-0.90,-1.99,0.67,-0.06,0.19,0.00
2.033,-0.01,0.93,0.11,0.44,-0.90,-1.99,1.19,-0.09,0.03,0.00
2.034,-0.01,0.93,0.11,-0.11,-0.72,-0.14,1.19,-0.09,0.03,0.00
2.065,-0.05,0.90,0.25,-0.11,-0.72,-0.14,1.19,-0.09,0.03,0.00
2.099,-0.05,0.90,0.25,-0.11,-0.72,-0.14,-0.61,0.13,-0.34,0.00
2.1,-0.05,0.90,0.25,-0.53,-1.04,1.75,-0.61,0.13,-0.34,0.00
2.132,-0.03,0.87,0.18,-0.53,-1.04,1.75,-0.61,0.13,-0.34,0.00
2.173,-0.03,0.87,0.18,-0.53,-1.04,1.75,0.25,0.02,-0.14,0.00
2.175,-0.03,0.87,0.18,0.05,-0.43,-0.54,0.25,0.02,-0.14,0.00
2.198,-0.00,0.96,0.22,0.05,-0.43,-0.54,0.25,0.02,-0.14,0.00
2.231,-0.00,0.96,0.22,0.05,-0.43,-0.54,0.09,0.02,0.12,0.00
2.232,-0.00,0.96,0.22,0.29,0.08,0.01,0.09,0.02,0.12,0.00
2.263,0.00,0.98,0.34,0.29,0.08,0.01,0.09,0.02,0.12,0.00
2.297,0.00,0.98,0.34,0.29,0.08,0.01,-0.32,0.05,0.28,0.00
2.298,0.00,0.98,0.34,0.37,-0.13,-0.03,-0.32,0.05,0.28,0.00
2.329,0.00,0.97,0.23,0.37,-0.13,-0.03,-0.32,0.05,0.28,0.00
2.37,0.00,0.97,0.23,0.37,-0.13,-0.03,-0.03,0.01,0.05,0.00
2.372,0.00,0.97,0.23,-0.18,-0.06,-0.14,-0.03,0.01,0.05,0.00
2.395,0.02,0.96,0.17,-0.18,-0.06,-0.14,-0.03,0.01,0.05,0.00
2.429,0.02,0.96,0.17,-0.18,-0.06,-0.14,0.19,-0.02,0.12,0.00
2.43,0.02,0.96,0.17,0.40,-0.08,0.57,0.19,-0.02,0.12,0.00
2.462,0.08,0.92,0.36,0.40,-0.08,0.57,0.19,-0.02,0.12,0.00
2.495,0.08,0.92,0.36,0.40,-0.08,0.57,-0.65,0.08,0.38,0.00
2.496,0.08,0.92,0.36,0.09,-0.21,0.35,-0.65,0.08,0.38,0.00
2.527,-0.02,0.97,0.18,0.09,-0.21,0.35,-0.65,0.08,0.38,0.00
2.568,-0.02,0.97,0.18,0.09,-0.21,0.35,0.42,-0.02,-0.20,0.00
2.57,-0.02,0.97,0.18,-0.26,0.13,-0.68,0.42,-0.02,-0.20,0.00
2.593,-0.00,0.98,0.19,-0.26,0.13,-0.68,0.42,-0.02,-0.20,0.00
2.627,-0.00,0.98,0.19,-0.26,0.13,-0.68,0.33,-0.03,-0.27,0.00
2.628,-0.00,0.98,0.19,-0.63,0.55,0.45,0.33,-0.03,-0.27,0.00
2.659,-0.10,0.99,0.24,-0.63,0.55,0.45,0.33,-0.03,-0.27,0.00
2.693,-0.10,0.99,0.24,-0.63,0.55,0.45,0.14,0.04,-0.62,0.00
2.694,-0.10,0.99,0.24,-0.45,-0.06,-0.46,0.14,0.04,-0.62,0.00
2.736,-0.02,0.94,0.03,-0.45,-0.06,-0.46,0.14,0.04,-0.62,0.00
2.769,-0.02,0.94,0.03,-0.45,-0.06,-0.46,0.86,-0.01,-0.01,0.00
2.77,-0.02,0.94,0.03,0.41,-0.57,0.95,0.86,-0.01,-0.01,0.00
2.792,-0.02,0.91,0.29,0.41,-0.57,0.95,0.86,-0.01,-0.01,0.00
2.825,-0.02,0.91,0.29,0.41,-0.57,0.95,-0.06,0.06,0.25,0.00
2.826,-0.02,0.91,0.29,0.30,-0.80,-0.74,-0.06,0.06,0.25,0.00
2.857,-0.02,0.92,0.16,0.30,-0.80,-0.74,-0.06,0.06,0.25,0.00
2.891,-0.02,0.92,0.16,0.30,-0.80,-0.74,0.20,0.03,0.25,0.00
2.892,-0.02,0.92,0.16,0.45,-0.65,0.04,0.20,0.03,0.25,0.00
2.923,-0.07,1.02,0.19,0.45,-0.65,0.04,0.20,0.03,0.25,0.00
2.96,-0.07,1.02,0.19,0.45,-0.65,0.04,0.05,0.01,-0.14,0.00
2.962,-0.07,1.02,0.19,-0.10,0.27,-0.25,0.05,0.01,-0.14,0.00
2.991,0.05,1.02,0.23,-0.10,0.27,-0.25,0.05,0.01,-0.14,0.00
3.023,0.05,1.02,0.23,-0.10,0.27,-0.25,-0.90,0.03,0.54,0.00
3.024,0.05,1.02,0.23,0.68,-0.11,2.51,-0.90,0.03,0.54,0.00
3.055,0.05,0.98,0.38,0.68,-0.11,2.51,-0.90,0.03,0.54,0.00
3.102,0.05,0.98,0.38,0.68,-0.11,2.51,-1.02,0.11,0.38,0.00
3.104,0.05,0.98,0.38,0.12,0.41,0.37,-1.02,0.11,0.38,0.00
3.132,0.08,0.97,0.28,0.12,0.41,0.37,-1.02,0.11,0.38,0.00
3.159,0.08,0.97,0.28,0.12,0.41,0.37,-0.12,-0.07,0.40,0.00
3.16,0.08,0.97,0.28,0.79,0.04,-0.22,-0.12,-0.07,0.40,0.00
3.187,0.12,0.99,0.43,0.79,0.04,-0.22,-0.12,-0.07,0.40,0.00
3.221,0.12,0.99,0.43,0.79,0.04,-0.22,-0.76,0.07,0.48,0.00
3.223,0.12,0.99,0.43,0.29,-0.05,1.52,-0.76,0.07,0.48,0.00
3.258,0.05,0.95,0.34,0.29,-0.05,1.52,-0.76,0.07,0.48,0.00
3.287,0.05,0.95,0.34,0.29,-0.05,1.52,0.01,-0.00,-0.27,0.00
3.293,0.05,0.95,0.34,-0.43,0.30,-0.20,0.01,-0.00,-0.27,0.00
3.325,0.02,0.98,0.28,-0.43,0.30,-0.20,0.01,-0.00,-0.27,0.00
3.359,0.02,0.98,0.28,-0.43,0.30,-0.20,0.35,-0.04,-0.50,0.00
3.363,0.02,0.98,0.28,-0.82,0.73,-0.40,0.35,-0.04,-0.50,0.00
3.39,-0.07,1.01,0.17,-0.82,0.73,-0.40,0.35,-0.04,-0.50,0.00
3.423,-0.07,1.01,0.17,-0.82,0.73,-0.40,0.85,-0.03,-0.75,0.00
3.425,-0.07,1.01,0.17,-0.59,0.24,-0.98,0.85,-0.03,-0.75,0.00
3.452,-0.05,0.94,0.19,-0.59,0.24,-0.98,0.85,-0.03,-0.75,0.00
3.485,-0.05,0.94,0.19,-0.59,0.24,-0.98,0.67,0.01,-0.52,0.00
3.49,-0.05,0.94,0.19,-0.54,-0.47,-0.70,0.67,0.01,-0.52,0.00
3.52,-0.03,0.87,0.22,-0.54,-0.47,-0.70,0.67,0.01,-0.52,0.00
3.559,-0.03,0.87,0.22,-0.54,-0.47,-0.70,0.18,0.01,0.03,0.00
3.563,-0.03,0.87,0.22,0.91,-1.45,-0.42,0.18,0.01,0.03,0.00
3.583,0.07,0.88,0.20,0.91,-1.45,-0.42,0.18,0.01,0.03,0.00
3.62,0.07,0.88,0.20,0.91,-1.45,-0.42,-0.01,-0.03,0.58,0.00
3.623,0.07,0.88,0.20,0.45,-0.89,0.85,-0.01,-0.03,0.58,0.00
3.653,-0.01,0.95,0.20,0.45,-0.89,0.85,-0.01,-0.03,0.58,0.00
3.697,-0.01,0.95,0.20,0.45,-0.89,0.85,-0.07,0.02,-0.13,0.00
3.7,-0.01,0.95,0.20,-0.84,0.28,-0.03,-0.07,0.02,-0.13,0.00
3.722,-0.06,1.04,0.12,-0.84,0.28,-0.03,-0.07,0.02,-0.13,0.00
3.767,-0.06,1.04,0.12,-0.84,0.28,-0.03,0.36,-0.00,-0.43,0.00
3.768,-0.06,1.04,0.12,-0.46,0.35,0.01,0.36,-0.00,-0.43,0.00
3.786,-0.07,1.05,0.18,-0.46,0.35,0.01,0.36,-0.00,-0.43,0.00
3.817,-0.07,1.05,0.18,-0.46,0.35,0.01,0.30,0.02,-0.34,0.00
3.818,-0.07,1.05,0.18,-0.20,0.64,0.08,0.30,0.02,-0.34,0.00
3.847,-0.00,0.93,0.20,-0.20,0.64,0.08,0.30,0.02,-0.34,0.00
3.881,-0.00,0.93,0.20,-0.20,0.64,0.08,0.01,0.02,0.22,0.00
3.883,-0.00,0.93,0.20,0.71,-0.64,-0.79,0.01,0.02,0.22,0.00
3.913,0.01,0.92,0.21,0.71,-0.64,-0.79,0.01,0.02,0.22,0.00
3.955,0.01,0.92,0.21,0.71,-0.64,-0.79,-0.02,0.04,0.37,0.00
3.957,0.01,0.92,0.21,0.22,-0.57,-0.40,-0.02,0.04,0.37,0.00
3.979,0.00,0.96,0.17,0.22,-0.57,-0.40,-0.02,0.04,0.37,0.00
4.033,0.00,0.96,0.17,0.22,-0.57,-0.40,-0.06,0.02,0.17,0.00
4.036,0.00,0.96,0.17,-0.02,-0.19,0.33,-0.06,0.02,0.17,0.00
4.046,0.00,0.95,0.17,-0.02,-0.19,0.33,-0.06,0.02,0.17,0.00
4.079,0.00,0.95,0.17,-0.02,-0.19,0.33,0.04,0.01,0.10,0.00
4.08,0.00,0.95,0.17,0.29,-0.41,-0.25,0.04,0.01,0.10,0.00
4.117,-0.03,1.00,0.25,0.29,-0.41,-0.25,0.04,0.01,0.10,0.00
4.151,-0.03,1.00,0.25,0.29,-0.41,-0.25,-0.53,0.08,0.00,0.00
4.153,-0.03,1.00,0.25,0.10,-0.41,0.35,-0.53,0.08,0.00,0.00
4.177,-0.00,0.94,0.13,0.10,-0.41,0.35,-0.53,0.08,0.00,0.00
4.216,-0.00,0.94,0.13,0.10,-0.41,0.35,0.29,-0.02,0.13,0.00
4.219,-0.00,0.94,0.13,0.79,-0.23,-0.63,0.29,-0.02,0.13,0.00
4.244,0.03,0.90,0.30,0.79,-0.23,-0.63,0.29,-0.02,0.13,0.00
4.277,0.03,0.90,0.30,0.79,-0.23,-0.63,-0.11,0.02,0.17,0.00
4.278,0.03,0.90,0.30,-0.29,-0.73,-0.87,-0.11,0.02,0.17,0.00
4.328,0.00,0.97,0.00,-0.29,-0.73,-0.87,-0.11,0.02,0.17,0.00
4.358,0.00,0.97,0.00,-0.29,-0.73,-0.87,0.79,-0.08,-0.21,0.00
4.359,0.00,0.97,0.00,-0.26,-0.21,0.73,0.79,-0.08,-0.21,0.00
4.375,-0.01,0.95,0.30,-0.26,-0.21,0.73,0.79,-0.08,-0.21,0.00
4.416,-0.01,0.95,0.30,-0.26,-0.21,0.73,-0.61,0.06,-0.27,0.00
4.418,-0.01,0.95,0.30,-0.76,-0.18,-0.17,-0.61,0.06,-0.27,0.00
4.443,-0.08,0.94,0.03,-0.76,-0.18,-0.17,-0.61,0.06,-0.27,0.00
4.475,-0.08,0.94,0.03,-0.76,-0.18,-0.17,0.69,-0.05,-0.47,0.00
4.479,-0.08,0.94,0.03,-0.13,-0.40,-0.61,0.69,-0.05,-0.47,0.00
4.515,-0.02,0.95,0.25,-0.13,-0.40,-0.61,0.69,-0.05,-0.47,0.00
4.551,-0.02,0.95,0.25,-0.13,-0.40,-0.61,-0.22,-0.03,-0.03,0.00
4.553,-0.02,0.95,0.25,-0.02,-0.21,0.73,-0.22,-0.03,-0.03,0.00
4.573,-0.05,0.96,0.22,-0.02,-0.21,0.73,-0.22,-0.03,-0.03,0.00
4.612,-0.05,0.96,0.22,-0.02,-0.21,0.73,-0.38,0.00,-0.10,0.00
4.614,-0.05,0.96,0.22,-0.09,0.20,0.97,-0.38,0.00,-0.10,0.00
4.639,-0.01,0.98,0.35,-0.09,0.20,0.97,-0.38,0.00,-0.10,0.00
4.673,-0.01,0.98,0.35,-0.09,0.20,0.97,-1.17,0.02,-0.02,0.00
4.675,-0.01,0.98,0.35,-0.61,1.02,1.72,-1.17,0.02,-0.02,0.00
4.706,-0.03,1.00,0.29,-0.61,1.02,1.72,-1.17,0.02,-0.02,0.00
4.758,-0.03,1.00,0.29,-0.61,1.02,1.72,-0.29,-0.09,0.15,0.00
4.76,-0.03,1.00,0.29,0.94,0.12,-0.19,-0.29,-0.09,0.15,0.00
4.773,0.09,0.97,0.41,0.94,0.12,-0.19,-0.29,-0.09,0.15,0.00
4.806,0.09,0.97,0.41,0.94,0.12,-0.19,-0.59,-0.01,0.76,0.00
4.807,0.09,0.97,0.41,0.16,0.35,0.37,-0.59,-0.01,0.76,0.00
4.847,0.00,1.04,0.22,0.16,0.35,0.37,-0.59,-0.01,0.76,0.00
4.878,0.00,1.04,0.22,0.16,0.35,0.37,0.59,-0.10,0.02,0.00
4.88,0.00,1.04,0.22,-0.31,1.23,-0.42,0.59,-0.10,0.02,0.00
4.903,-0.16,0.98,0.33,-0.31,1.23,-0.42,0.59,-0.10,0.02,0.00
4.937,-0.16,0.98,0.33,-0.31,1.23,-0.42,0.04,0.09,-0.93,0.00
4.938,-0.16,0.98,0.33,-1.25,-0.02,-0.30,0.04,0.09,-0.93,0.00
4.969,-0.09,0.91,0.02,-1.25,-0.02,-0.30,0.04,0.09,-0.93,0.00
5.004,-0.09,0.91,0.02,-1.25,-0.02,-0.30,1.43,-0.03,-0.32,0.00
5.006,-0.09,0.91,0.02,0.72,-0.77,-2.16,1.43,-0.03,-0.32,0.00
5.036,0.10,0.86,0.23,0.72,-0.77,-2.16,1.43,-0.03,-0.32,0.00
5.071,0.10,0.86,0.23,0.72,-0.77,-2.16,0.29,-0.04,1.03,0.00
5.072,0.10,0.86,0.23,1.19,-1.05,0.03,0.29,-0.04,1.03,0.00
5.104,0.14,0.97,-0.05,1.19,-1.05,0.03,0.29,-0.04,1.03,0.00
5.137,0.14,0.97,-0.05,1.19,-1.05,0.03,0.72,-0.11,0.75,0.00
5.139,0.14,0.97,-0.05,0.53,0.25,-0.48,0.72,-0.11,0.75,0.00
5.167,0.09,0.96,0.36,0.53,0.25,-0.48,0.72,-0.11,0.75,0.00
5.201,0.09,0.96,0.36,0.53,0.25,-0.48,-0.80,0.09,0.27,0.00
5.202,0.09,0.96,0.36,-0.06,-0.14,0.62,-0.80,0.09,0.27,0.00
5.233,0.05,1.01,0.02,-0.06,-0.14,0.62,-0.80,0.09,0.27,0.00
5.269,0.05,1.01,0.02,-0.06,-0.14,0.62,0.51,-0.04,-0.05,0.00
5.271,0.05,1.01,0.02,0.04,-0.25,-0.20,0.51,-0.04,-0.05,0.00
5.299,0.05,0.87,0.29,0.04,-0.25,-0.20,0.51,-0.04,-0.05,0.00
5.345,0.05,0.87,0.29,0.04,-0.25,-0.20,-0.54,0.11,-0.33,0.00
5.347,0.05,0.87,0.29,-1.34,-0.80,0.28,-0.54,0.11,-0.33,0.00
5.365,-0.07,0.88,0.07,-1.34,-0.80,0.28,-0.54,0.11,-0.33,0.00
5.399,-0.07,0.88,0.07,-1.34,-0.80,0.28,0.53,-0.02,-0.91,0.00
5.4,-0.07,0.88,0.07,-0.10,-1.41,0.72,0.53,-0.02,-0.91,0.00
5.432,-0.04,0.88,0.08,-0.10,-1.41,0.72,0.53,-0.02,-0.91,0.00
5.468,-0.04,0.88,0.08,-0.10,-1.41,0.72,0.54,-0.05,-0.13,0.00
5.469,-0.04,0.88,0.08,0.39,-0.76,-1.31,0.54,-0.05,-0.13,0.00
5.497,0.03,0.99,0.26,0.39,-0.76,-1.31,0.54,-0.05,-0.13,0.00
5.544,0.03,0.99,0.26,0.39,-0.76,-1.31,-0.63,-0.02,0.43,0.00
5.546,0.03,0.99,0.26,0.74,-0.36,2.57,-0.63,-0.02,0.43,0.00
5.563,0.03,0.98,0.13,0.74,-0.36,2.57,-0.63,-0.02,0.43,0.00
5.597,0.03,0.98,0.13,0.74,-0.36,2.57,0.02,-0.06,0.14,0.00
5.598,0.03,0.98,0.13,-0.18,0.82,-0.07,0.02,-0.06,0.14,0.00
5.629,0.06,0.93,0.56,-0.18,0.82,-0.07,0.02,-0.06,0.14,0.00
5.665,0.06,0.93,0.56,-0.18,0.82,-0.07,-1.93,0.14,0.22,0.00
5.667,0.06,0.93,0.56,-0.27,-0.55,2.73,-1.93,0.14,0.22,0.00
5.695,-0.08,1.02,-0.10,-0.27,-0.55,2.73,-1.93,0.14,0.22,0.00
5.729,-0.08,1.02,-0.10,-0.27,-0.55,2.73,0.80,-0.13,-0.47,0.00
5.73,-0.08,1.02,-0.10,0.20,0.71,-3.07,0.80,-0.13,-0.47,0.00
5.779,0.10,0.94,0.61,0.20,0.71,-3.07,0.80,-0.13,-0.47,0.00
5.797,0.10,0.94,0.61,0.20,0.71,-3.07,-1.81,0.21,0.10,0.00
5.798,0.10,0.94,0.61,-1.19,-0.23,0.05,-1.81,0.21,0.10,0.00
5.827,-0.09,1.00,-0.11,-1.19,-0.23,0.05,-1.81,0.21,0.10,0.00
5.868,-0.09,1.00,-0.11,-1.19,-0.23,0.05,0.89,-0.10,-0.65,0.00
5.87,-0.09,1.00,-0.11,0.89,-1.48,2.33,0.89,-0.10,-0.65,0.00
5.893,0.10,0.76,0.43,0.89,-1.48,2.33,0.89,-0.10,-0.65,0.00
5.927,0.10,0.76,0.43,0.89,-1.48,2.33,-0.75,0.05,0.57,0.00
5.929,0.10,0.76,0.43,0.44,-0.69,-0.66,-0.75,0.05,0.57,0.00
5.959,-0.01,0.97,0.19,0.44,-0.69,-0.66,-0.75,0.05,0.57,0.00
5.993,-0.01,0.97,0.19,0.44,-0.69,-0.66,0.79,-0.14,0.09,0.00
5.994,-0.01,0.97,0.19,0.36,0.01,-1.14,0.79,-0.14,0.09,0.00
6.025,0.01,0.96,0.36,0.36,0.01,-1.14,0.79,-0.14,0.09,0.00
6.067,0.01,0.96,0.36,0.36,0.01,-1.14,-0.08,0.04,0.07,0.00
6.069,0.01,0.96,0.36,-0.78,0.29,1.06,-0.08,0.04,0.07,0.00
6.098,-0.02,0.98,0.26,-0.78,0.29,1.06,-0.08,0.04,0.07,0.00
6.133,-0.02,0.98,0.26,-0.78,0.29,1.06,-0.05,0.06,-0.35,0.00
6.136,-0.02,0.98,0.26,-0.30,0.21,-0.28,-0.05,0.06,-0.35,0.00
6.157,0.09,0.91,0.62,-0.30,0.21,-0.28,-0.05,0.06,-0.35,0.00
6.191,0.09,0.91,0.62,-0.30,0.21,-0.28,-1.62,0.23,0.42,0.00
6.193,0.09,0.91,0.62,0.22,0.11,2.39,-1.62,0.23,0.42,0.00
6.223,0.03,1.03,0.37,0.22,0.11,2.39,-1.62,0.23,0.42,0.00
6.259,0.03,1.03,0.37,0.22,0.11,2.39,-0.50,0.10,-0.08,0.00
6.262,0.03,1.03,0.37,-0.51,0.92,1.48,-0.50,0.10,-0.08,0.00
6.295,-0.14,1.01,0.33,-0.51,0.92,1.48,-0.50,0.10,-0.08,0.00
6.323,-0.14,1.01,0.33,-0.51,0.92,1.48,0.42,0.06,-0.87,0.00
6.328,-0.14,1.01,0.33,-1.21,0.99,-1.09,0.42,0.06,-0.87,0.00
6.363,-0.12,0.89,0.39,-1.21,0.99,-1.09,0.42,0.06,-0.87,0.00
6.389,-0.12,0.89,0.39,-1.21,0.99,-1.09,0.24,0.07,-0.67,0.00
6.391,-0.12,0.89,0.39,-0.20,-0.98,-0.29,0.24,0.07,-0.67,0.00
6.423,-0.01,0.79,0.25,-0.20,-0.98,-0.29,0.24,0.07,-0.67,0.00
